movie_id,viewing_count,average_user_rating,unique_users,genre,rating,votes,runtime,release_year,revenue
100,18,2.5,18,Comedy,3.7,72462,96,2014,190.34
101,13,2.69,13,Sci-Fi,8.05,68782,144,2023,409.09
102,18,3.67,18,Drama,4.71,2463,109,2002,453.07
103,9,2.56,9,Horror,2.59,49234,124,2017,46.86
104,20,2.9,20,Horror,8.85,24371,168,2015,176.7
105,13,3.0,13,Action,7.15,39738,169,2014,148.4
106,13,2.85,13,Comedy,5.92,77234,170,2021,25.15
107,14,3.21,14,Drama,5.62,67754,131,2023,39.5
108,8,2.38,8,Sci-Fi,2.13,3613,128,2010,459.86
109,12,2.83,12,Horror,5.03,60153,141,2008,359.33
110,11,3.18,11,Action,6.63,50822,117,2008,351.11
111,8,2.88,8,Action,4.99,35022,173,2022,406.01
112,11,2.91,11,Drama,1.37,57508,163,2002,56.22
113,9,2.22,9,Sci-Fi,9.12,30079,172,2017,243.31
114,11,2.73,11,Comedy,7.59,2584,108,2008,460.89
115,9,2.78,9,Horror,1.22,51311,98,2011,444.22
116,15,2.93,15,Drama,7.41,53235,131,2018,466.9
117,17,3.41,17,Horror,8.89,27966,167,2010,251.07
118,13,3.0,13,Sci-Fi,7.13,702,115,2006,151.95
119,10,3.2,10,Action,7.29,7988,86,2025,33.07
120,16,2.69,16,Action,9.97,85497,161,2001,170.48
121,19,3.0,19,Sci-Fi,4.76,80526,101,2007,312.82
122,13,2.77,13,Action,3.68,50778,100,2021,80.72
123,15,3.6,15,Comedy,8.66,43952,173,2024,360.2
124,14,3.93,14,Action,1.82,15322,134,2006,381.63
125,12,3.5,12,Action,1.71,53157,92,2017,385.57
126,12,3.17,12,Horror,5.92,7576,162,2018,454.75
127,16,2.75,16,Sci-Fi,9.19,82322,83,2006,146.92
128,18,3.33,18,Horror,4.4,17261,132,2022,3.18
129,14,3.07,14,Drama,2.6,78046,83,2004,53.1
130,8,2.88,8,Sci-Fi,3.56,3654,107,2010,298.2
131,14,3.36,14,Comedy,6.45,35570,152,2020,1.1
132,10,3.7,10,Sci-Fi,7.49,11279,172,2016,93.8
133,11,2.82,11,Sci-Fi,2.13,64648,143,2007,113.28
134,7,2.43,7,Horror,5.17,53110,101,2017,169.99
135,16,2.19,16,Sci-Fi,3.84,41755,167,2015,281.33
136,11,2.18,11,Comedy,2.04,70022,122,2003,362.66
137,10,3.4,10,Sci-Fi,5.53,11479,98,2023,171.75
138,15,2.53,15,Comedy,1.47,52462,87,2011,86.01
139,16,2.44,16,Drama,6.05,61044,153,2006,35.91
140,18,2.94,18,Comedy,6.54,94725,140,2004,434.53
141,15,3.13,15,Sci-Fi,9.75,41889,133,2021,268.26
142,12,2.5,12,Drama,6.23,22225,156,2015,436.48
143,9,3.0,9,Comedy,7.11,39586,104,2006,43.09
144,14,3.0,14,Drama,7.49,79603,180,2014,342.14
145,18,3.0,18,Comedy,6.91,17277,126,2023,284.66
146,13,3.31,13,Action,7.04,9655,130,2010,164.47
147,14,2.43,14,Sci-Fi,9.29,85340,84,2005,382.6
148,10,3.6,10,Action,4.67,6885,134,2017,182.88
149,12,2.58,12,Action,6.89,75252,168,2010,116.03
150,12,2.92,12,Horror,2.89,97249,160,2023,267.24
151,11,3.18,11,Action,7.49,95991,115,2015,328.62
152,20,2.55,20,Sci-Fi,7.14,65469,132,2017,389.32
153,19,2.95,19,Drama,7.09,69329,94,2018,30.38
154,9,3.44,9,Comedy,7.99,37241,123,2011,445.95
155,5,2.6,5,Horror,9.97,57633,117,2001,50.06
156,6,3.17,6,Sci-Fi,7.27,99285,169,2024,157.26
157,13,2.92,13,Action,4.28,73522,169,2002,130.2
158,8,3.62,8,Sci-Fi,4.6,27965,137,2023,128.87
159,12,2.67,12,Horror,3.47,74464,86,2016,385.15
160,9,2.11,9,Sci-Fi,1.93,16112,117,2018,490.69
161,12,3.08,12,Comedy,7.34,29137,114,2003,439.67
162,13,2.62,13,Action,1.13,14646,144,2014,495.22
163,11,3.55,11,Action,8.61,70480,132,2014,214.96
164,12,3.67,12,Comedy,9.4,37928,123,2016,59.41
165,9,3.89,9,Sci-Fi,4.2,63164,125,2010,272.91
166,14,3.07,14,Comedy,5.97,47639,129,2019,43.06
167,15,3.0,15,Horror,5.6,91996,81,2007,254.28
168,17,3.0,17,Sci-Fi,2.77,56758,125,2023,319.33
169,12,2.92,12,Sci-Fi,1.83,79101,138,2022,39.49
170,10,2.9,10,Comedy,3.92,27389,116,2009,342.25
171,10,2.6,10,Drama,4.32,63978,97,2013,392.16
172,9,2.89,9,Drama,9.29,81579,96,2010,485.59
173,13,3.38,13,Drama,3.97,22935,173,2002,190.96
174,14,2.86,14,Action,1.53,15321,163,2019,127.21
175,13,3.08,13,Action,6.53,1030,161,2022,275.16
176,15,3.27,15,Sci-Fi,4.97,45703,143,2009,227.58
177,13,2.31,13,Sci-Fi,5.68,16588,104,2022,130.55
178,12,3.5,12,Sci-Fi,8.36,97926,123,2023,149.05
179,15,3.2,15,Drama,7.19,16508,147,2022,497.16
180,17,3.0,17,Comedy,9.33,56889,129,2010,489.42
181,10,3.2,10,Horror,4.85,75865,106,2025,307.79
182,10,3.2,10,Sci-Fi,3.03,48470,168,2021,336.46
183,15,3.6,15,Horror,7.24,50933,147,2008,418.13
184,8,2.38,8,Action,2.27,92500,97,2006,319.83
185,12,3.25,12,Sci-Fi,8.9,93561,127,2007,360.83
186,13,2.62,13,Drama,8.91,18337,139,2019,496.6
187,9,3.33,9,Horror,6.59,81557,145,2010,245.23
188,11,2.73,11,Horror,8.86,89346,173,2007,146.75
189,11,1.91,11,Drama,4.18,92172,174,2023,147.27
190,9,2.44,9,Drama,2.16,91198,162,2002,465.33
191,17,2.88,17,Action,3.0,40347,115,2016,119.95
192,7,3.0,7,Drama,9.54,43936,113,2018,174.45
193,12,3.25,12,Comedy,3.47,74745,154,2010,481.34
194,14,3.07,14,Sci-Fi,6.44,80337,135,2022,31.56
195,12,3.42,12,Comedy,2.15,47397,151,2000,497.23
196,10,3.3,10,Horror,4.63,96496,148,2017,223.78
197,13,3.38,13,Horror,1.48,42532,147,2014,208.3
198,13,3.0,13,Drama,8.04,3804,82,2007,136.22
199,14,3.14,14,Drama,8.15,76531,126,2025,102.73
200,9,3.89,9,Horror,7.18,85367,151,2011,140.74
201,9,2.67,9,Horror,1.05,27044,93,2019,142.02
202,5,4.0,5,Horror,9.19,32455,92,2008,380.63
203,12,2.83,12,Horror,2.4,15913,137,2017,242.26
204,12,2.92,12,Comedy,2.42,48069,163,2014,37.52
205,17,3.18,17,Comedy,7.79,40204,94,2015,217.08
206,14,3.14,14,Drama,9.04,1722,90,2002,103.44
207,13,3.54,13,Sci-Fi,6.25,75559,155,2025,296.19
208,19,2.42,19,Comedy,1.41,69456,102,2004,169.42
209,14,3.36,14,Action,8.99,22118,125,2011,458.14
210,15,3.53,15,Action,8.82,25352,176,2017,156.88
211,8,3.75,8,Comedy,4.19,22729,104,2017,182.61
212,16,2.81,16,Sci-Fi,6.16,17100,99,2023,125.6
213,5,3.6,5,Horror,5.58,96291,142,2020,18.83
214,12,3.0,12,Drama,9.04,33562,177,2022,403.42
215,12,2.25,12,Sci-Fi,9.71,99414,145,2015,58.34
216,13,3.77,13,Horror,5.28,95625,83,2021,457.19
217,8,3.12,8,Drama,9.11,7720,88,2019,131.91
218,13,2.92,13,Action,6.3,74997,93,2017,279.57
219,13,3.23,13,Drama,9.32,31526,153,2006,259.28
220,13,2.15,13,Sci-Fi,2.12,44864,91,2007,241.81
221,9,3.22,9,Sci-Fi,7.14,46864,151,2005,43.01
222,16,3.06,16,Drama,3.38,43210,90,2022,292.04
223,15,2.73,15,Drama,7.86,50714,127,2002,317.51
224,17,3.47,17,Horror,1.33,79497,92,2017,111.15
225,9,2.78,9,Drama,6.0,71353,93,2012,91.93
226,12,3.67,12,Sci-Fi,5.82,83893,124,2011,116.97
227,3,2.33,3,Action,2.66,46987,154,2024,35.76
228,8,2.25,8,Sci-Fi,9.1,17715,128,2010,179.37
229,9,2.78,9,Comedy,4.62,75740,125,2010,477.49
230,9,3.22,9,Sci-Fi,5.1,67596,149,2006,22.26
231,12,3.33,12,Horror,5.75,23679,137,2013,161.83
232,11,2.45,11,Action,9.52,48298,142,2017,51.42
233,15,3.0,15,Drama,1.95,16853,178,2009,4.45
234,7,3.71,7,Action,7.29,13604,111,2019,477.81
235,18,2.61,18,Sci-Fi,1.39,88847,155,2025,424.97
236,10,2.8,10,Drama,9.29,51422,180,2004,188.84
237,17,3.41,17,Horror,1.61,70856,145,2020,72.67
238,11,1.91,11,Action,5.08,66399,124,2021,412.19
239,11,2.91,11,Comedy,4.9,75708,120,2014,104.1
240,12,2.42,12,Comedy,3.92,42640,110,2005,226.37
241,14,3.07,14,Drama,4.15,78152,91,2013,396.88
242,12,3.83,12,Horror,4.2,72010,116,2024,86.3
243,13,2.77,13,Action,5.51,74241,136,2022,293.83
244,7,2.0,7,Drama,5.81,14582,172,2011,54.31
245,10,3.5,10,Horror,4.33,53510,109,2022,51.98
246,11,2.82,11,Drama,4.91,52287,164,2016,277.1
247,8,2.75,8,Sci-Fi,7.34,52134,176,2013,110.2
248,11,2.82,11,Horror,1.64,94763,124,2011,196.76
249,9,2.44,9,Sci-Fi,7.82,22361,122,2018,60.67
250,9,2.56,9,Sci-Fi,7.26,60394,152,2023,481.44
251,8,3.75,8,Sci-Fi,9.93,99330,126,2019,62.34
252,14,3.5,14,Sci-Fi,4.89,58911,100,2002,379.28
253,14,3.71,14,Sci-Fi,8.14,63104,180,2013,166.74
254,12,2.75,12,Action,2.23,36150,92,2016,429.82
255,15,3.07,15,Sci-Fi,6.72,27090,177,2007,489.64
256,14,3.57,14,Drama,8.43,80077,98,2016,40.38
257,13,3.23,13,Action,3.52,85013,166,2001,425.69
258,16,2.94,16,Sci-Fi,5.85,73871,121,2013,278.84
259,11,3.55,11,Sci-Fi,8.8,4034,109,2015,213.32
260,10,2.2,10,Action,6.28,1534,100,2011,394.85
261,17,3.24,17,Sci-Fi,9.84,72649,121,2015,58.47
262,17,3.24,17,Sci-Fi,6.38,26962,128,2015,451.95
263,13,2.77,13,Comedy,2.64,51394,95,2022,496.67
264,12,3.25,12,Horror,1.4,9261,82,2008,237.56
265,12,3.08,12,Comedy,4.83,72412,90,2010,190.47
266,15,2.87,15,Drama,8.8,46608,100,2012,448.46
267,14,3.14,14,Horror,5.6,87574,91,2003,7.08
268,17,3.06,17,Action,3.04,67142,160,2022,331.85
269,4,2.75,4,Sci-Fi,7.83,55771,134,2025,107.07
270,9,3.67,9,Sci-Fi,3.19,15188,110,2010,160.85
271,8,3.88,8,Drama,2.2,737,156,2000,211.18
272,15,2.47,15,Action,7.3,28579,161,2011,160.24
273,13,2.92,13,Horror,8.36,34826,85,2010,52.82
274,12,2.67,12,Horror,9.04,19585,149,2025,333.14
275,14,2.64,14,Sci-Fi,1.68,73565,105,2025,331.14
276,10,3.5,10,Drama,5.12,39814,165,2005,126.93
277,12,2.75,12,Horror,6.87,52956,157,2015,133.62
278,16,2.38,16,Drama,1.45,5502,176,2011,47.77
279,6,1.83,6,Horror,4.49,40624,126,2011,417.75
280,14,2.71,14,Action,6.02,80817,140,2002,149.99
281,11,3.09,11,Horror,3.85,79739,173,2009,282.21
282,8,2.38,8,Action,8.52,39380,114,2022,256.92
283,12,2.83,12,Drama,9.33,17847,115,2000,353.58
284,12,3.08,12,Sci-Fi,5.23,9082,169,2005,227.2
285,14,3.29,14,Horror,2.9,82646,97,2016,378.44
286,9,3.11,9,Comedy,7.61,2601,140,2009,353.76
287,10,2.9,10,Comedy,7.95,31726,172,2003,115.74
288,17,3.41,17,Drama,8.53,25412,113,2011,277.35
289,13,2.62,13,Horror,5.84,78291,83,2011,138.4
290,18,3.28,18,Sci-Fi,8.59,34328,147,2008,167.82
291,18,3.17,18,Action,2.21,84317,153,2021,257.34
292,10,3.3,10,Action,5.09,41042,112,2006,285.98
293,14,4.07,14,Action,6.41,71195,128,2006,57.86
294,13,2.08,13,Comedy,6.74,55206,132,2021,289.43
295,11,3.09,11,Horror,3.6,93763,119,2009,482.82
296,12,2.67,12,Sci-Fi,1.05,26043,161,2007,22.17
297,17,2.94,17,Comedy,2.26,33798,97,2005,363.6
298,10,3.2,10,Comedy,2.21,54622,102,2011,223.54
299,12,3.17,12,Drama,5.76,41379,167,2022,414.82
300,14,2.5,14,Comedy,1.26,75314,180,2023,76.17
301,11,2.91,11,Comedy,7.52,65055,81,2011,85.75
302,13,2.85,13,Comedy,4.63,3287,88,2000,273.59
303,12,2.67,12,Horror,6.13,58215,136,2007,13.35
304,12,2.25,12,Action,3.24,61852,110,2005,209.29
305,6,2.17,6,Horror,8.05,1053,113,2003,249.87
306,6,3.5,6,Sci-Fi,1.5,39886,175,2012,432.91
307,9,3.22,9,Comedy,1.82,99963,157,2015,353.94
308,9,2.44,9,Drama,7.0,37840,81,2022,240.42
309,14,2.86,14,Action,2.95,36379,165,2005,76.02
310,9,3.22,9,Horror,2.12,76553,152,2012,194.74
311,16,3.25,16,Horror,9.52,77551,161,2007,261.19
312,15,3.4,15,Comedy,3.24,71580,172,2017,281.1
313,10,3.6,10,Horror,8.0,63651,146,2005,353.06
314,10,3.4,10,Horror,4.81,43190,122,2011,343.3
315,13,3.08,13,Action,4.91,97339,97,2010,175.08
316,15,3.2,15,Comedy,9.05,69043,94,2016,188.94
317,9,2.44,9,Horror,9.12,24769,174,2025,439.04
318,15,2.6,15,Drama,3.31,2827,141,2019,93.93
319,14,2.79,14,Action,7.68,81025,155,2011,175.11
320,12,2.42,12,Horror,1.36,92576,180,2000,31.09
321,13,2.62,13,Action,5.4,42059,88,2016,111.99
322,14,3.14,14,Drama,4.24,89509,135,2000,129.63
323,12,2.58,12,Horror,9.45,54473,152,2018,275.24
324,9,2.89,9,Comedy,3.12,55938,179,2012,11.21
325,9,2.67,9,Action,4.89,58469,173,2021,249.08
326,13,3.69,13,Horror,5.22,11450,157,2022,299.02
327,15,2.8,15,Comedy,6.42,33031,132,2018,446.21
328,10,3.2,10,Action,6.61,74595,122,2017,40.3
329,14,2.86,14,Sci-Fi,8.46,58840,107,2005,124.2
330,13,3.31,13,Horror,2.98,91809,90,2008,346.91
331,12,2.58,12,Drama,9.64,18190,87,2021,460.09
332,14,3.21,14,Sci-Fi,8.35,62992,118,2022,166.2
333,11,2.82,11,Horror,8.0,64762,149,2025,424.47
334,12,3.42,12,Horror,2.2,45870,148,2013,258.81
335,10,3.4,10,Sci-Fi,7.46,7050,135,2017,495.67
336,13,3.0,13,Drama,2.63,11570,170,2007,370.94
337,14,2.79,14,Action,9.41,90421,110,2007,401.05
338,6,3.0,6,Horror,7.67,17114,155,2023,62.32
339,16,1.81,16,Drama,5.42,60419,86,2003,269.7
340,9,3.67,9,Sci-Fi,1.18,34035,83,2005,465.36
341,9,3.0,9,Horror,7.45,2756,90,2006,142.52
342,10,3.6,10,Horror,8.77,52041,114,2007,214.07
343,13,3.31,13,Sci-Fi,4.44,41112,91,2018,426.29
344,12,2.58,12,Drama,2.48,3580,140,2011,432.33
345,15,3.47,15,Horror,6.44,3590,110,2023,270.65
346,10,3.8,10,Horror,8.22,10256,180,2020,125.61
347,16,2.56,16,Comedy,7.91,54110,99,2020,285.67
348,10,3.1,10,Horror,5.56,12577,177,2003,432.53
349,11,2.45,11,Comedy,4.62,29693,137,2024,173.46
350,10,3.3,10,Horror,2.31,67981,92,2005,487.59
351,10,2.7,10,Sci-Fi,4.05,80526,154,2003,30.57
352,15,3.33,15,Action,6.59,45210,105,2023,457.02
353,14,3.07,14,Comedy,2.27,2545,157,2017,364.42
354,9,2.56,9,Action,8.25,12875,137,2015,411.22
355,14,3.21,14,Action,3.01,72037,129,2003,485.98
356,14,3.0,14,Action,9.82,50679,80,2011,100.22
357,18,3.11,18,Sci-Fi,7.63,25197,147,2018,201.93
358,11,3.09,11,Comedy,9.02,33633,176,2021,407.29
359,12,2.92,12,Action,4.16,14328,100,2005,441.24
360,11,3.09,11,Sci-Fi,6.55,27713,148,2015,337.0
361,8,2.25,8,Action,9.45,95774,173,2020,389.36
362,11,3.18,11,Drama,2.82,84338,154,2025,93.22
363,9,2.78,9,Comedy,8.73,71916,106,2013,268.23
364,17,2.53,17,Comedy,9.46,30376,128,2024,197.85
365,9,2.78,9,Horror,1.12,34105,164,2004,293.73
366,14,3.0,14,Drama,9.36,94828,107,2023,64.21
367,8,2.62,8,Comedy,1.09,93186,117,2010,467.65
368,14,3.14,14,Comedy,6.85,22824,105,2008,135.72
369,15,2.8,15,Comedy,6.93,80487,90,2020,321.4
370,17,2.71,17,Horror,3.58,85022,116,2010,212.22
371,12,2.83,12,Horror,8.61,13592,132,2023,392.58
372,13,2.69,13,Drama,4.2,16702,123,2016,43.49
373,13,2.54,13,Drama,4.55,57620,120,2024,89.8
374,11,3.0,11,Drama,4.44,66790,121,2013,300.43
375,8,3.12,8,Horror,7.54,24185,143,2000,333.68
376,10,3.6,10,Sci-Fi,8.32,75866,168,2018,252.65
377,10,3.3,10,Comedy,1.29,62999,152,2002,337.19
378,11,2.55,11,Action,3.55,50694,114,2024,170.09
379,15,3.13,15,Sci-Fi,6.45,67713,140,2021,165.63
380,7,2.71,7,Drama,4.18,6242,87,2002,478.91
381,13,3.31,13,Sci-Fi,3.09,31850,101,2025,335.82
382,11,2.91,11,Action,9.99,20329,104,2011,407.94
383,19,3.11,19,Sci-Fi,9.48,68650,129,2006,25.11
384,19,3.16,19,Drama,7.82,62499,88,2004,346.22
385,7,3.71,7,Horror,8.21,27649,151,2007,372.86
386,10,2.9,10,Action,3.86,51049,144,2000,169.46
387,13,2.92,13,Horror,3.51,36100,121,2003,129.37
388,12,2.42,12,Comedy,4.79,19387,122,2015,336.63
389,8,3.0,8,Comedy,7.07,56588,81,2013,86.44
390,11,2.55,11,Action,5.94,94483,152,2008,56.84
391,15,2.73,15,Sci-Fi,9.52,41139,91,2005,171.84
392,12,3.0,12,Horror,7.44,97394,98,2020,459.42
393,14,3.07,14,Action,4.04,70525,109,2010,271.33
394,18,3.0,18,Sci-Fi,9.04,59299,92,2003,52.98
395,18,2.5,18,Comedy,4.4,69344,154,2008,483.4
396,10,3.0,10,Horror,9.28,15917,161,2002,384.51
397,17,2.71,17,Drama,4.47,91807,160,2011,274.94
398,8,2.38,8,Sci-Fi,5.76,82016,161,2019,203.82
399,14,3.57,14,Comedy,7.09,79414,114,2006,139.94
400,9,2.56,9,Action,6.97,56806,139,2004,215.21
401,9,3.11,9,Comedy,4.49,68456,108,2002,285.17
402,15,3.07,15,Horror,8.29,17854,107,2013,396.59
403,15,2.6,15,Horror,6.75,12058,90,2003,169.4
404,11,3.18,11,Action,9.26,77657,118,2016,49.44
405,23,2.78,23,Action,4.35,15467,133,2016,485.47
406,15,3.33,15,Comedy,9.03,75669,174,2014,16.07
407,11,2.36,11,Action,4.59,50034,129,2011,477.62
408,14,3.57,14,Comedy,4.81,6323,99,2009,431.84
409,14,3.29,14,Action,4.35,78279,121,2016,335.49
410,8,3.5,8,Horror,6.67,83137,163,2022,229.48
411,8,3.0,8,Action,1.49,91241,169,2020,103.71
412,12,3.33,12,Action,1.17,23871,111,2013,104.38
413,11,2.45,11,Sci-Fi,5.03,16752,100,2002,344.97
414,18,3.22,18,Action,6.45,23422,147,2016,154.87
415,12,2.42,12,Action,5.61,14515,100,2015,474.37
416,15,3.13,15,Sci-Fi,6.47,71155,125,2009,394.95
417,14,2.79,14,Drama,1.35,19314,157,2020,246.83
418,11,2.18,11,Comedy,4.0,62708,100,2023,83.85
419,11,2.73,11,Action,2.12,90022,157,2006,414.32
420,13,2.54,13,Action,7.1,94846,146,2013,193.37
421,7,2.86,7,Drama,4.03,95116,176,2009,97.12
422,10,2.4,10,Horror,3.44,96700,175,2022,210.05
423,18,3.39,18,Action,9.88,16470,140,2022,493.53
424,11,3.27,11,Sci-Fi,1.26,79178,153,2012,207.06
425,12,3.33,12,Sci-Fi,7.41,47675,102,2008,261.39
426,17,2.71,17,Drama,4.63,79765,160,2014,372.86
427,12,2.5,12,Action,9.64,98870,149,2022,401.75
428,17,3.47,17,Horror,3.3,40128,143,2001,374.59
429,11,2.82,11,Comedy,6.98,74479,162,2019,228.16
430,6,2.83,6,Horror,4.64,14320,83,2024,55.25
431,13,3.31,13,Comedy,6.41,33795,92,2025,498.73
432,13,2.92,13,Action,3.85,60378,108,2022,25.57
433,18,2.5,18,Action,8.56,80908,113,2018,180.5
434,15,2.87,15,Action,3.26,71234,109,2002,159.79
435,2,3.0,2,Action,2.93,98328,91,2010,215.98
436,12,3.25,12,Sci-Fi,1.83,18854,152,2004,3.66
437,17,3.53,17,Drama,3.5,20668,142,2018,63.1
438,10,2.1,10,Sci-Fi,7.28,85076,126,2017,495.86
439,12,3.67,12,Action,9.4,53514,138,2000,21.09
440,13,3.15,13,Drama,3.31,99510,156,2021,188.09
441,8,2.88,8,Horror,6.3,4562,91,2021,43.24
442,14,2.93,14,Action,2.91,51832,159,2009,88.95
443,17,2.47,17,Horror,6.11,7333,137,2020,5.37
444,15,2.93,15,Horror,9.65,42051,156,2000,454.95
445,19,2.89,19,Drama,3.5,18250,156,2017,426.34
446,9,2.56,9,Action,8.37,52329,80,2009,229.71
447,10,2.5,10,Horror,5.49,12800,98,2001,377.49
448,13,2.46,13,Action,7.03,94112,80,2014,388.77
449,14,3.57,14,Drama,2.48,26097,101,2004,94.81
450,11,3.55,11,Sci-Fi,3.04,65376,124,2015,131.58
451,9,3.78,9,Horror,7.66,98972,136,2024,305.54
