movie_id,rating,votes,runtime,release_year,revenue,genre
41,2.141554482459631,30438,174,2011,343.7327779161645,Drama
42,8.02118001277098,32770,125,2013,174.52655449099066,Horror
43,9.966975271873368,79580,124,2019,219.08784704969673,Comedy
44,2.986262197981239,13707,94,2007,84.30717782772237,Sci-Fi
45,2.6079115262809607,11687,93,2003,199.81206750919728,Drama
46,6.268437885620292,59040,162,2022,278.13128418512883,Sci-Fi
47,7.405848483471747,76621,172,2025,402.27612910457174,Sci-Fi
48,7.900950138066713,67693,128,2008,39.826346528881466,Comedy
49,4.278094624859104,73560,97,2007,460.76484997216363,Action
50,6.2202250273395885,42447,127,2016,100.14206242594253,Sci-Fi
51,1.522020867700725,11999,131,2018,164.13610638273602,Sci-Fi
52,7.731176617637324,78485,131,2003,88.00726045670476,Comedy
53,5.647209006757704,90299,118,2008,432.9551931741666,Sci-Fi
54,8.271163249496574,29759,157,2010,41.0050357377657,Sci-Fi
55,2.9276344791582556,26280,104,2018,385.9864623066683,Comedy
56,7.839122687922836,15561,145,2000,50.19828609357086,Sci-Fi
57,5.028439361802661,73728,105,2002,342.285893305685,Comedy
58,8.16776424013755,72095,99,2017,109.22821582206106,Horror
59,5.467289095993224,41634,86,2004,458.6040847631903,Horror
60,4.7484951212094,81839,180,2019,206.62444424882892,Horror
61,9.113167440249962,18143,140,2017,310.02796749317054,Sci-Fi
62,9.980566894985985,88733,164,2023,186.4253421798707,Drama
63,7.4554468819209925,17273,107,2021,434.5794252279847,Action
64,9.201054379514968,20332,165,2006,281.91212409995416,Horror
65,9.285125829562576,13302,84,2024,212.55335120479896,Drama
66,2.476884321085009,71455,152,2001,380.2440570178915,Horror
67,1.3379615362648543,31908,96,2016,486.3600006771086,Sci-Fi
68,8.125996858063264,69567,120,2014,478.4197956332722,Drama
69,7.475399883989992,46676,129,2023,177.6222620551133,Comedy
70,4.071488242574173,35942,157,2021,438.08672510838056,Action
71,5.020670788869209,73911,99,2024,76.41197548316488,Action
72,6.731869182744242,3020,130,2012,339.9298377144839,Sci-Fi
73,2.4057935627656426,77019,159,2001,214.91829725723326,Horror
74,4.117359690425984,51392,141,2021,86.22329456176067,Horror
75,6.91088786762504,59679,136,2001,97.3392224243939,Drama
76,9.047019623997102,13586,153,2005,275.53528002645703,Horror
77,2.1885792949207747,80460,126,2009,49.327962893423226,Sci-Fi
78,6.105212446511041,15121,150,2018,218.97298933210422,Horror
79,2.5423077025762,12319,96,2003,421.04153152166805,Horror
80,5.284482343924155,87713,89,2020,198.53604026883747,Drama
81,9.08910936649666,95476,109,2018,131.12772193470934,Sci-Fi
82,8.006182943727637,46882,143,2010,5.7795286985224905,Horror
83,3.1083942217357787,32982,165,2012,374.8232577647118,Horror
84,7.9173923629642715,46542,99,2007,106.51009640655909,Action
85,8.713531873707007,11168,105,2003,278.488483135713,Drama
86,8.180213040206453,91580,115,2001,4.263777215345604,Comedy
87,1.5820256756490827,12772,135,2007,474.6887726056512,Horror
88,7.647873880579191,30373,95,2012,176.41727326427858,Horror
89,3.971478909491202,62996,111,2018,161.71076791847506,Sci-Fi
90,5.291397392438883,57050,97,2016,201.10642963318102,Horror
91,9.35062729956829,70331,167,2005,83.50805534816588,Action
92,3.1795041008048965,22067,112,2017,442.4180745390403,Comedy
93,3.99586802887758,89831,139,2000,376.2557299153852,Comedy
94,9.915463356384413,48227,109,2004,121.14276709923273,Horror
95,7.372810225898232,50957,100,2016,215.6691971655887,Horror
96,7.99090332119005,97504,138,2024,56.59788117581935,Sci-Fi
97,7.569898411026827,63518,136,2003,254.64598713170338,Drama
98,1.0491241710789763,93775,159,2019,454.3803005532229,Comedy
99,2.3873514623036254,49910,135,2009,102.45245309679028,Horror
100,5.2934289589253005,82313,95,2010,406.1864117151754,Comedy
101,7.247577815235714,94108,150,2009,327.28711092639054,Comedy
102,1.318038759033037,51277,128,2015,119.16466668876214,Horror
103,2.5055866996616025,98684,144,2021,292.8653221909024,Horror
104,4.6198044136912015,64492,135,2012,276.8970784197107,Drama
105,8.49341079000343,85002,122,2015,391.27665345745294,Sci-Fi
106,4.08729286166838,22837,130,2010,497.2295231888152,Action
107,9.232547342314978,13728,135,2007,224.51796590285858,Action
108,7.575904622845088,33166,141,2010,114.04077334230826,Horror
109,2.7646603881819356,65844,105,2023,397.35020430867036,Action
110,1.4026617929054113,54442,82,2013,158.9896488569546,Comedy
111,3.57329307700558,21352,83,2010,366.90729622329894,Drama
112,5.409729788139423,65960,136,2008,355.69204265662984,Action
113,7.914223455887128,11387,94,2007,143.95179815193953,Drama
114,6.097559865314632,66152,125,2009,216.8964835752939,Action
115,8.010014295635266,46590,135,2017,452.89020850391944,Drama
116,4.4420782865001645,13885,158,2008,157.7172106047315,Comedy
117,1.1310578456693634,44457,177,2017,464.9891198348763,Sci-Fi
118,2.355540073802065,63859,144,2012,179.28575267450475,Action
119,8.802956626695025,21802,89,2016,12.881770752598344,Horror
120,6.034656862105073,1986,140,2009,190.15342918002287,Sci-Fi
121,3.4855518145615285,39899,141,2000,157.60461471364104,Action
122,8.068501497193399,70199,165,2006,117.55454012264187,Sci-Fi
123,3.0440992679323005,51073,98,2016,206.37897464093456,Action
124,5.489070566703881,46794,176,2006,221.87045785728665,Drama
125,4.271511597929034,80893,169,2017,50.70758037161211,Comedy
126,3.8111686741250237,43276,123,2018,164.73147601680597,Drama
127,5.453458449885386,54241,89,2024,327.1256335511648,Sci-Fi
128,2.336796908480931,12557,119,2019,320.9858570994008,Horror
129,8.361714227461043,6293,103,2002,73.41274970912141,Drama
130,5.476431445270224,98707,128,2025,320.38574604823276,Drama
131,4.472992811913124,13518,165,2012,93.92782604909,Action
132,9.623840582007523,16987,100,2024,139.2425817460514,Horror
133,4.275224813229947,7723,138,2021,12.584977888847979,Action
134,1.9656114125382433,30776,131,2010,425.8091516424654,Horror
135,3.5268462488599615,52172,155,2004,305.32515443851116,Comedy
136,4.777533765877764,80035,137,2022,243.64035745966626,Sci-Fi
137,6.903202889570461,34645,156,2013,480.70495950114093,Comedy
138,5.962180308999903,74007,91,2016,461.201995751532,Horror
139,6.60233671988126,64597,89,2005,471.5511801198437,Comedy
140,3.900685282140751,19996,130,2022,104.39473661156524,Sci-Fi
141,1.3337152812725632,44877,142,2017,211.0761396705769,Drama
142,6.95534838007415,910,138,2000,11.189215874317775,Comedy
143,5.562671875907799,66362,123,2016,474.45513468301283,Horror
144,2.804052936395207,73183,95,2010,430.70404753529533,Action
145,4.362315686261907,67129,135,2008,61.8982741317688,Drama
146,1.4762114113371614,31964,124,2019,46.43664065177026,Horror
147,2.340059992299279,92500,101,2006,263.9778357001464,Comedy
148,4.39000995759631,79636,132,2022,300.75691453905813,Action
149,7.900058157433914,50860,87,2008,83.98428802307609,Action
150,7.604631135003315,71611,132,2010,197.71454832391706,Drama
151,7.211365784716161,92468,113,2003,316.32917200281634,Comedy
152,1.926904577390173,86321,121,2023,319.64928035383167,Horror
153,8.41211584681138,72336,180,2001,269.39743914740166,Comedy
154,2.1552453501735465,54343,155,2024,190.01583539571322,Sci-Fi
155,8.750187495337912,62403,100,2025,263.72310190132066,Drama
156,6.806887814088143,59388,95,2005,378.09717727181913,Drama
157,1.95259473168074,72260,93,2010,330.99850733540325,Comedy
158,6.085186085494723,33082,121,2022,335.78994882479265,Sci-Fi
159,9.214375271525872,89111,153,2016,306.3372467879181,Sci-Fi
160,5.381511659089526,68669,120,2010,96.12507243960516,Action
161,4.51944133005288,90912,81,2014,445.2882185731769,Action
162,3.6885311322403926,43424,129,2005,249.00090670714772,Drama
163,4.911896055627484,30198,101,2025,218.30085099465447,Sci-Fi
164,1.607328417044878,98224,165,2014,496.8769534054035,Drama
165,4.876010668724205,31600,132,2016,109.79887740652796,Drama
166,7.667150626730411,72032,150,2007,455.44766077587605,Sci-Fi
167,2.054525962511983,34081,119,2019,193.4360895046278,Sci-Fi
168,9.065228457901224,84756,147,2006,456.0371023813046,Comedy
169,7.071522741542834,18816,87,2005,453.6143635111104,Action
170,3.978822443043646,43419,113,2024,84.93442519965932,Sci-Fi
171,3.8898326518437587,96104,93,2001,35.132173969829,Sci-Fi
172,4.2214077949396165,51796,119,2011,258.6738812702922,Sci-Fi
173,7.461952379248859,9003,114,2005,419.84092201920276,Action
174,6.065104529381426,42352,144,2012,257.3118940611628,Comedy
175,4.672841379335953,84943,163,2011,17.374134404144968,Drama
176,9.008507497987388,981,103,2022,316.7061322569303,Action
177,2.331055658239473,30180,130,2020,148.2863543176681,Horror
178,3.200048873742506,44095,161,2014,103.87646491659014,Horror
179,8.356137375732803,16389,104,2023,277.720527178751,Horror
180,2.6864072019533345,90086,103,2009,311.0048999244379,Drama
181,8.895650059610276,8367,110,2020,118.48896101788803,Action
182,9.925374589905903,80381,159,2003,11.211403110534446,Sci-Fi
183,7.24007727632087,1321,84,2018,430.09971321948115,Action
184,2.7485602528225934,72747,146,2025,354.86825376283394,Drama
185,2.494409571961897,36218,102,2010,222.13564313853774,Drama
186,7.536344476649668,76220,167,2006,118.72585652847906,Horror
187,4.108815281654904,81804,106,2000,460.24011282785455,Comedy
188,1.5238292138935394,30324,180,2008,165.71799434580544,Comedy
189,4.870329241147356,51872,149,2014,145.04644996870906,Action
190,7.276907176308324,73708,153,2011,339.46539629681456,Action
191,9.943014750748203,82608,80,2005,300.0199322943676,Horror
192,6.129038201521076,73583,109,2015,190.24922927516272,Horror
193,3.1537369725744524,92306,84,2025,242.9977725964966,Action
194,3.892271455350788,30176,140,2025,22.627475252004217,Comedy
195,1.8887072426986375,92607,143,2018,77.83843713794926,Sci-Fi
196,9.454960200518576,59937,137,2011,327.1226174172876,Drama
197,5.297658332062314,90356,108,2001,157.03530763063088,Action
198,6.238169777674316,77866,95,2006,126.73517151645638,Action
199,8.874345537460197,77192,88,2018,462.13312817878096,Horror
200,1.5000598458959402,61554,102,2022,62.93686592516726,Comedy
201,7.425359890475346,46093,129,2009,396.9811406300889,Drama
202,9.54102371441378,56774,178,2014,21.25516281607967,Drama
203,1.3024018607155243,31385,166,2010,185.96026676527092,Sci-Fi
204,6.402720886861329,56455,89,2006,153.75670808829486,Action
205,4.535465760584638,13272,101,2019,423.2725836893642,Action
206,7.637274539001122,3333,95,2010,392.29352719180156,Horror
207,5.778880183414339,89425,145,2006,332.23659431464563,Sci-Fi
208,8.47084076538449,6348,114,2012,212.10500129184578,Action
209,4.768555859654162,19130,172,2017,182.23821288331027,Action
210,1.0688975676371735,75161,175,2001,27.013578513701688,Sci-Fi
211,6.301498165543109,23408,134,2017,206.45161314875412,Drama
212,7.1690019217514465,54088,102,2007,147.7090151497095,Drama
213,2.5984050705914545,40263,90,2002,14.36125654529438,Sci-Fi
214,9.222188920545715,60432,150,2002,428.63554864178997,Comedy
215,1.799659711342282,11365,89,2024,28.962293532993087,Drama
216,6.145002541339294,47791,137,2019,340.49538696596545,Sci-Fi
217,9.120397251774016,36573,97,2009,57.72627715265704,Comedy
218,5.307285412012848,11815,146,2008,171.49306209253686,Sci-Fi
219,2.59734139479433,46622,132,2014,72.5475291369257,Drama
220,7.580104192229898,3104,139,2009,73.06160422430929,Drama
221,5.1811867323818515,67084,117,2023,169.74551429775806,Action
222,7.9591578596316905,2293,155,2001,219.87414044277298,Comedy
223,7.182432691437757,74138,166,2009,371.6241963505986,Action
224,7.042611530297627,52545,136,2004,74.44895494706695,Action
225,9.39192909346679,44894,176,2015,487.46048321694167,Sci-Fi
226,5.750863583962626,62903,120,2016,487.48482155834915,Sci-Fi
227,1.2880083514763108,73051,141,2012,350.7800655075421,Horror
228,7.96015294660394,60420,109,2010,345.7166881715513,Sci-Fi
229,3.4713377722154344,89885,162,2001,136.91092803797437,Comedy
230,5.4824429246824025,38528,121,2002,436.3745192593604,Sci-Fi
231,2.9252528877228707,98964,88,2011,118.5816884202065,Horror
232,1.6253531151734413,15620,110,2022,98.74139107277217,Comedy
233,2.823577186782876,66331,138,2000,485.07068494437317,Comedy
234,1.0518121816295547,50989,136,2000,447.0518284975163,Sci-Fi
235,3.6156326624986757,61455,97,2011,448.7669732894448,Drama
236,2.7224923859715697,48655,118,2021,331.6796382448366,Drama
237,8.627471077957775,49318,166,2025,99.92220278747189,Drama
238,7.931367815920821,26245,149,2002,493.1715193865096,Action
239,6.374357538301694,7256,106,2021,275.77447102143276,Comedy
240,4.94468279562629,5647,162,2002,347.8708513811756,Action
241,9.892758227036751,23360,144,2022,344.2746968545428,Drama
242,4.589256131869164,55444,90,2019,15.766250535770597,Horror
243,9.106511894651852,85691,96,2009,396.4882165897103,Horror
244,7.631563873154119,72194,99,2011,66.46468632622653,Comedy
245,6.910158609498148,52556,89,2017,482.9550516872952,Comedy
246,7.174251433481951,87998,149,2017,412.2964409589307,Horror
247,7.916161766933464,82565,113,2008,251.7570613400652,Horror
248,5.438682751753105,27771,147,2004,422.2908872369025,Comedy
249,9.540749580606917,25167,159,2023,102.16966880131714,Drama
250,8.094776629139368,21409,89,2024,481.26850180365466,Action
251,5.069834979137708,37051,109,2008,102.55761336483135,Sci-Fi
252,6.296810614603301,29963,144,2022,407.3397551170939,Horror
253,2.890723309170652,76021,97,2004,380.26274842702753,Sci-Fi
254,1.5822322509667743,61308,142,2015,310.5189453014545,Horror
255,1.1412942472303258,35678,102,2008,477.934144652753,Sci-Fi
256,3.656752638952938,56885,123,2022,63.816402186187176,Sci-Fi
257,4.275705103575033,35799,158,2025,60.06658899895331,Drama
258,7.362610912731763,67106,109,2005,401.924920877011,Action
259,3.5478464840066026,47124,114,2011,342.63142347536956,Action
260,4.840164632441842,5395,118,2022,52.35282217238954,Drama
261,3.1354297554998745,62836,167,2009,250.1124439274744,Sci-Fi
262,4.655360150930515,94645,176,2015,56.480622981205876,Horror
263,9.251258725678312,89865,147,2021,275.5639438981889,Sci-Fi
264,2.257894765467678,83705,164,2006,26.437952543039724,Drama
265,2.4723601470754413,91671,177,2017,332.85115268721535,Sci-Fi
266,8.957936233035369,62956,144,2007,104.56050272098332,Action
267,3.3642488490462976,11779,87,2012,401.10863357455224,Sci-Fi
268,3.2291733948866144,18679,97,2017,34.65141920965745,Comedy
269,7.583029180487147,47176,137,2009,459.40014298111737,Horror
270,6.189679194225552,69549,120,2008,268.3424432221744,Horror
271,7.447948820496623,36681,93,2012,334.38852478697476,Horror
272,8.259248146693018,65274,129,2017,306.3548287474637,Action
273,2.167632456768397,43613,162,2012,464.88725912808394,Drama
274,3.1017015854079646,94986,120,2007,47.170686830417196,Horror
275,4.900365273551005,98554,174,2009,470.3207432885654,Horror
276,5.339206300097239,52338,122,2021,233.5210238154672,Horror
277,1.0792791218361901,70833,84,2020,287.9964783425415,Horror
278,5.132983077078719,72814,117,2012,141.44477468217843,Comedy
279,7.589315084477294,99534,130,2003,50.98770905376172,Action
280,9.577625403890707,64602,173,2005,350.22453832696516,Drama
281,8.418429278394555,29525,84,2023,48.71730468010785,Action
282,7.964874816849693,75157,91,2011,296.95892199783947,Comedy
283,6.7862634274901215,85021,130,2006,30.52440192709463,Drama
284,2.059325210053515,78869,176,2013,39.8744862995237,Action
285,2.409135821020267,44486,112,2011,211.1158586338019,Sci-Fi
286,6.598086501912892,19685,179,2003,212.17095088275866,Horror
287,9.11156903079461,54227,173,2009,468.19585002032727,Comedy
288,7.091103843415035,14371,142,2020,315.4951432979739,Action
289,3.9676633025303265,84908,133,2019,294.965030376575,Horror
290,2.9534488230396794,74704,111,2014,490.9473125017491,Comedy
291,9.544196335597212,34926,122,2023,375.1739577488879,Sci-Fi
292,2.763219808885897,95309,159,2021,472.5307623982645,Horror
293,4.609947926966034,84481,100,2017,110.7950530994499,Horror
294,2.061806784597985,13803,95,2016,464.00138839662065,Action
295,6.499419250371275,36056,162,2005,226.20729283227178,Comedy
296,8.670455279849104,50586,128,2017,297.104976365851,Comedy
297,4.217607225275371,17129,158,2021,472.91752632834675,Horror
298,6.341944297331186,91418,180,2018,95.23669311519518,Sci-Fi
299,2.0218612516888754,54586,83,2001,435.58408747212513,Comedy
300,2.6500290756981024,26344,177,2012,140.0384688106624,Horror
301,6.310481924188117,51105,143,2003,227.02985239746513,Comedy
302,3.0182161839650763,45261,162,2009,311.3081026758462,Sci-Fi
303,5.427819346115184,43659,83,2025,229.1036984234255,Horror
304,3.92876075095897,6931,80,2024,157.1305872536417,Sci-Fi
305,3.3196501145694155,51023,133,2011,195.1419205483792,Comedy
306,9.61761161566076,55303,112,2004,151.86130513455612,Sci-Fi
307,3.150220040287264,96970,134,2025,104.28807452565074,Comedy
308,7.208240544672831,77240,128,2019,317.71553342502574,Drama
309,1.050715502995065,70076,134,2000,402.66698435629854,Sci-Fi
310,7.555937223957864,25004,102,2018,449.99020026268505,Drama
311,9.404570738070726,69918,136,2025,172.38602790038004,Sci-Fi
312,7.4663967022016235,74682,178,2008,269.91247473879577,Comedy
313,5.45759819374746,40745,86,2018,233.9097648704434,Comedy
314,5.403281510439465,92825,115,2022,45.061564981826265,Horror
315,5.29156698553344,47468,143,2004,269.6449118414847,Sci-Fi
316,6.1348016188620536,14041,88,2001,25.61687691981641,Comedy
317,5.170553261664743,4798,82,2012,399.7798432771939,Drama
318,7.166550491698489,34515,100,2007,89.0250663945797,Drama
319,5.127368111089064,50674,152,2003,370.68456539150753,Action
320,6.120160556219832,72464,124,2007,111.75816557014821,Comedy
321,2.9714322051534703,20692,124,2018,325.7935101056523,Horror
322,5.948738247741183,4170,142,2008,390.3004685895512,Action
323,1.22663536738798,87091,154,2019,109.90955883433278,Sci-Fi
324,8.258931167722828,86075,102,2022,366.85644207233406,Sci-Fi
325,6.650138540406876,88514,143,2022,7.949715026190577,Horror
326,9.071664336113972,64402,178,2005,262.5637592152184,Comedy
327,2.0117125925945984,32548,105,2008,254.88876921650666,Action
328,6.032550238693544,86484,100,2008,62.178350782480194,Comedy
329,8.966157369735264,22358,118,2015,91.43869438639247,Horror
330,9.336751921426048,57591,169,2015,267.4238323258082,Sci-Fi
331,7.059272653604853,63006,178,2010,98.79377867187678,Action
332,5.498926949669447,88327,152,2014,20.14611030517624,Drama
333,1.5036657548712808,90041,113,2013,334.0606765301799,Action
334,2.8152645841132977,4441,172,2018,155.04086864897863,Horror
335,9.90420632683433,23232,94,2019,230.7449868443991,Comedy
336,2.9679116683515474,43512,123,2022,336.8161360723068,Sci-Fi
337,9.472325143222168,6770,163,2010,87.84530780322474,Action
338,1.6346227604821086,35899,146,2000,39.918125104003664,Action
339,7.0174217222524,9047,150,2019,315.35380992546897,Comedy
340,1.6635252307915422,12653,97,2001,446.3816178897249,Horror
341,7.242025060300802,65605,137,2005,477.3566776012558,Action
342,4.5077785745049646,17255,88,2021,48.64677115483995,Comedy
343,8.1503500453233,88433,85,2006,334.0044724364453,Action
344,1.442530534890863,40031,136,2012,446.38900523177216,Horror
345,6.413746302015014,19046,147,2020,395.8221561495636,Drama
346,8.655305175331737,14213,109,2022,128.197036193067,Comedy
347,9.57989561891825,83874,103,2025,215.1037985732044,Horror
348,2.5128885234595773,92383,149,2024,216.895248417198,Drama
349,2.446547596660607,59846,94,2010,31.822888210158276,Drama
350,6.206690644780654,54567,172,2000,33.29815607035576,Sci-Fi
351,6.30137156976812,90917,158,2012,305.99612479804085,Action
352,1.19398567970254,42668,169,2024,449.9741818394865,Horror
353,5.5573373766087375,79557,105,2019,280.1648541134173,Drama
354,1.2918068661577655,64864,81,2007,414.1989585452224,Drama
355,2.9880505031650824,41362,150,2001,91.79334659894519,Drama
356,6.414001141733276,50064,86,2015,43.87953329739161,Action
357,2.5364951857059896,14663,179,2007,156.18891213887218,Horror
358,4.793552896394132,44056,141,2022,253.63013955472084,Comedy
359,9.320575412973756,62923,157,2007,47.89052002098936,Action
360,2.6512478680593503,42999,166,2001,455.26427903279347,Comedy
361,8.77512645054724,56602,120,2019,171.55410164553257,Horror
362,5.806009507612232,53126,83,2025,423.7627845632791,Sci-Fi
363,5.8405237696154995,27932,89,2005,320.0712784564325,Sci-Fi
364,3.034983928621855,7774,164,2019,35.08780492766177,Horror
365,9.01552505974459,51030,116,2023,445.1196891348749,Sci-Fi
366,7.455796528052159,20535,121,2021,496.51294713506763,Action
367,3.5141427632202715,63629,178,2015,145.27670337827027,Action
368,1.6346423388602394,34226,103,2016,286.72636746788515,Sci-Fi
369,7.285930133310513,44502,132,2019,491.72718383802487,Action
370,7.524568732521867,66619,162,2018,462.2764153157657,Horror
371,1.2037188500295568,59916,152,2009,12.685189994223583,Sci-Fi
372,2.6587610228035006,48580,158,2019,366.50667210697964,Drama
373,2.7948731472567614,47499,144,2015,488.90364339426964,Horror
374,4.846659146515261,16567,85,2001,492.6460863475586,Action
375,7.6018086710813435,10362,170,2011,310.94918447467387,Comedy
376,7.298803722746852,53801,116,2005,85.28279422972284,Action
377,1.7801931595604357,71699,100,2010,321.94009795939394,Horror
378,1.5828621400180463,75121,131,2019,478.36984235825304,Drama
379,8.689733712775592,48494,139,2010,274.51766115188553,Comedy
380,6.5789694208623075,41782,95,2023,85.25950932406995,Action
381,3.6917352995083115,76225,150,2002,217.81338937657708,Comedy
382,2.815939254281836,29261,129,2018,10.307333250399644,Drama
383,9.852365989118459,78974,160,2005,435.6261360673955,Action
384,3.7585227822062706,13226,150,2019,162.81408342246618,Horror
385,1.2956714874099817,66488,121,2017,464.8689725665916,Action
386,8.782552831681098,32428,155,2014,369.9590080662304,Drama
387,4.152666116307683,83599,94,2014,359.8665307509066,Action
388,1.428334936228579,5864,155,2015,296.58592943903534,Horror
389,1.2487675463004555,88582,157,2012,391.981758093414,Comedy
390,4.1550697015574345,82229,178,2006,348.93084142889757,Comedy
391,9.011073097050222,63528,177,2005,200.47863600402104,Comedy
392,8.016694283440755,42168,110,2005,27.344868441282717,Sci-Fi
393,7.056257108231348,56840,86,2010,4.126912445850566,Sci-Fi
394,5.826955972996451,18144,115,2024,71.64054036345638,Sci-Fi
395,7.74315416444481,81769,130,2020,251.2547064134235,Horror
396,7.080958335402769,72674,107,2022,193.31815574610135,Action
397,9.676411850866263,20397,102,2003,402.35772160968173,Comedy
398,7.599542752941574,5795,136,2009,5.032775390542767,Sci-Fi
399,8.800496375924002,77560,128,2003,497.821852874365,Sci-Fi
400,2.5065732403906567,28243,121,2005,52.96844889763611,Sci-Fi
401,4.665778927287718,55349,105,2005,154.7037961388245,Horror
402,4.776737029620847,67873,84,2023,331.02677457559815,Sci-Fi
403,7.95926843665634,39736,116,2005,388.03466732361284,Action
404,1.092316212033311,35498,120,2008,436.22102619593386,Horror
405,2.3409589122146484,45904,160,2003,21.942102129527022,Drama
406,6.13019731199474,94703,164,2025,445.28656887908744,Comedy
407,2.339104310879451,73746,81,2007,87.56332894220178,Horror
408,7.671419473901929,92398,150,2000,464.215819500518,Action
409,5.022054597056602,67149,120,2020,15.649910298730607,Sci-Fi
410,4.319566244577685,24555,140,2007,208.82848448596087,Drama
411,2.9317802667225576,71412,101,2003,189.54377019797855,Sci-Fi
412,4.494688799566042,76895,84,2012,317.4352982116116,Drama
413,6.545668950175617,90208,125,2025,40.71362563090382,Action
414,7.523909944485258,14128,141,2019,87.41195091765911,Action
415,5.203109953822267,3462,102,2003,239.54810458202883,Drama
416,9.80833290718893,46418,100,2005,36.09817078798774,Drama
417,2.8297782010684362,75847,169,2013,420.97388579742096,Action
418,6.033880694224148,62372,119,2008,386.9283394982678,Sci-Fi
419,1.5665124678853655,63463,107,2003,54.26669326671787,Drama
420,4.544431576228007,83881,148,2021,105.28510263443223,Drama
421,4.609913529782245,50909,147,2010,30.567148628630434,Sci-Fi
422,1.6938269651661648,20885,177,2003,248.08581941588696,Horror
423,9.594590900132436,26106,120,2017,467.8200628613394,Horror
424,4.559459611937738,73148,81,2013,380.648685486929,Sci-Fi
425,6.116187649311936,81866,159,2015,81.77550608772364,Drama
426,2.8767541918764676,27185,146,2008,386.5472268265289,Horror
427,2.8780308963910626,33898,102,2015,436.12795203171873,Horror
428,2.653496749763526,62543,105,2016,366.0190971704284,Horror
429,9.29633849072723,63042,114,2005,47.567412331901195,Sci-Fi
430,8.984460875539405,60097,96,2013,297.56055082403674,Sci-Fi
431,9.713119214097977,96127,130,2014,14.291215979456757,Drama
432,6.859100445576127,50201,84,2017,446.19336001395277,Horror
433,4.67717523007591,28901,107,2009,106.37005676511188,Action
434,5.300076681588779,97344,82,2001,161.66699438991668,Sci-Fi
435,1.6500128473527802,28863,97,2014,49.826851337671485,Comedy
436,7.575659435930845,25532,166,2007,275.65215554719055,Comedy
437,1.6830905297745609,71367,112,2008,333.5939563392268,Drama
438,5.092462957122556,28491,119,2023,132.57469598697776,Comedy
439,7.930041078821809,21160,118,2004,281.9317439745239,Horror
440,9.962192925924077,59680,123,2020,365.7585274863584,Drama
441,9.188834707111495,35008,159,2023,313.85171057980483,Horror
442,7.629941060598155,76702,152,2009,368.6466531276055,Drama
443,3.9906377551366745,42188,106,2021,347.9823153606906,Comedy
444,5.497939693744936,22372,142,2013,66.82831907265937,Drama
445,4.209078293570882,60000,157,2019,413.69204559330683,Drama
446,1.6997385423160574,40907,155,2000,101.2833769988747,Sci-Fi
447,5.491042701814003,14290,116,2000,283.2302600227503,Action
448,5.360870507046712,91038,115,2019,150.3720316323437,Drama
449,8.180296291710171,11418,109,2003,320.85588454430905,Sci-Fi
