movie_id,rating,votes,runtime,release_year,revenue,genre,viewing_count,average_user_rating
198,5.48,634,116,2005,116.52,Drama,13,2.38
199,5.67,24561,108,2004,321.3,Comedy,11,3.09
200,3.82,90946,107,2006,111.99,Drama,12,3.0
201,4.5,86095,129,2017,477.93,Sci-Fi,11,2.91
202,3.0,25873,144,2023,208.88,Action,15,3.27
203,6.03,13869,162,2024,467.76,Horror,11,2.82
204,2.92,2495,120,2002,290.58,Sci-Fi,17,3.29
205,9.25,3989,125,2005,38.39,Sci-Fi,13,3.0
206,7.54,29513,143,2009,265.59,Comedy,13,3.46
207,6.86,27673,157,2005,410.03,Action,9,3.56
208,2.69,60937,139,2023,220.15,Drama,8,2.75
209,3.21,14591,128,2025,454.02,Sci-Fi,8,2.88
210,1.12,78391,171,2014,333.89,Sci-Fi,9,3.11
211,5.02,71522,113,2019,74.05,Drama,10,3.3
212,4.75,12534,100,2007,240.29,Drama,10,3.5
213,9.87,43394,93,2015,56.13,Action,13,2.23
214,1.29,30380,109,2018,63.67,Horror,15,2.87
215,1.32,3654,169,2025,16.63,Drama,17,3.12
216,5.4,37078,119,2018,336.44,Comedy,14,3.29
217,7.06,66917,96,2016,434.09,Comedy,10,2.6
218,2.69,98485,119,2023,281.03,Comedy,7,2.29
219,9.29,5861,148,2025,248.03,Action,13,2.77
220,5.14,6131,113,2016,137.22,Horror,11,3.36
221,6.09,5342,82,2024,23.29,Comedy,12,2.75
222,8.91,33322,116,2013,332.48,Sci-Fi,19,3.63
223,3.85,57509,166,2013,246.16,Horror,17,3.18
224,7.09,26078,90,2006,176.0,Action,12,3.33
225,3.27,53496,173,2020,261.7,Comedy,12,2.75
226,1.94,59250,84,2010,8.84,Horror,13,3.0
227,7.08,39839,107,2000,189.71,Comedy,16,2.62
228,4.13,72068,106,2020,98.28,Drama,14,2.86
229,6.48,56113,140,2006,289.67,Action,9,3.33
230,1.28,71253,153,2015,398.36,Drama,14,2.71
231,1.45,69817,91,2008,326.06,Sci-Fi,8,3.5
232,5.07,37648,97,2012,416.63,Sci-Fi,12,1.92
233,7.41,84108,123,2006,207.68,Comedy,10,3.0
234,7.93,68179,133,2025,179.42,Comedy,11,3.27
235,4.69,13489,98,2025,31.94,Action,12,3.67
236,6.31,26562,136,2018,371.21,Sci-Fi,19,3.16
237,4.12,18822,110,2019,337.36,Drama,11,2.45
238,5.89,83992,180,2022,8.94,Drama,9,3.56
239,8.65,18205,176,2009,88.13,Horror,16,3.0
240,5.51,11885,168,2011,429.9,Sci-Fi,16,2.75
241,1.7,33378,98,2004,176.64,Action,13,2.62
242,7.68,17618,137,2016,233.71,Drama,15,2.2
243,4.15,27887,163,2000,497.35,Comedy,14,3.79
244,8.36,81392,178,2003,289.85,Horror,17,3.41
245,7.74,63538,85,2018,361.44,Action,14,2.93
246,7.3,82488,100,2020,415.61,Drama,15,2.67
247,5.01,52072,116,2001,189.93,Action,14,3.14
248,3.57,78249,118,2010,443.37,Action,14,2.71
249,6.63,23671,132,2009,280.56,Comedy,15,2.8
250,4.54,3706,140,2010,138.55,Action,12,3.42
251,9.01,36847,103,2013,399.76,Sci-Fi,8,3.12
252,8.15,97196,177,2000,269.63,Comedy,17,3.18
253,3.19,48607,161,2005,480.77,Horror,16,3.06
254,9.87,83211,96,2010,124.67,Horror,7,3.43
255,9.75,86396,163,2003,55.95,Horror,11,3.64
256,2.73,84742,137,2006,219.44,Drama,8,3.38
257,1.54,40835,113,2022,241.54,Drama,18,3.11
258,1.43,55821,102,2001,95.64,Comedy,13,3.08
259,9.99,10868,132,2005,364.34,Drama,11,3.64
260,5.4,71909,102,2024,113.42,Comedy,11,2.64
261,3.66,7319,144,2015,465.0,Comedy,7,2.86
262,9.88,50514,92,2019,199.89,Horror,8,3.12
263,1.24,20166,171,2012,60.33,Sci-Fi,14,2.64
264,7.25,90024,177,2006,290.93,Sci-Fi,10,3.5
265,4.25,20866,142,2024,155.31,Horror,13,3.08
266,2.13,91066,151,2025,385.23,Action,14,3.0
267,4.15,80297,128,2016,291.96,Drama,16,3.0
268,6.05,91815,120,2019,22.36,Comedy,8,3.75
269,5.97,87306,163,2013,94.78,Comedy,10,2.9
270,1.06,63500,110,2019,307.45,Comedy,17,3.59
271,2.31,52133,119,2001,461.05,Drama,20,3.1
272,3.95,47440,171,2007,191.98,Action,11,3.64
273,3.13,91452,113,2003,11.58,Sci-Fi,13,3.85
274,3.19,37071,84,2023,160.36,Drama,8,2.38
275,9.93,19551,158,2001,265.96,Sci-Fi,6,2.0
276,1.12,6389,101,2006,287.54,Sci-Fi,11,2.64
277,8.36,93504,89,2024,302.8,Comedy,12,3.42
278,8.77,1239,119,2006,286.72,Action,13,2.69
279,4.42,33539,119,2021,320.6,Horror,16,2.69
280,7.51,53033,97,2016,303.32,Sci-Fi,14,2.86
281,8.97,95657,94,2025,488.23,Horror,18,2.94
282,5.74,7407,132,2013,490.16,Sci-Fi,9,2.44
283,9.25,81511,101,2018,427.32,Action,11,2.55
284,1.24,4404,150,2011,95.24,Sci-Fi,11,3.45
285,4.96,58469,120,2011,18.42,Action,16,2.81
286,5.63,83291,162,2002,259.86,Sci-Fi,11,3.55
287,5.31,74630,175,2012,380.09,Horror,10,2.4
288,6.04,9779,155,2025,498.07,Horror,7,2.29
289,8.16,15005,127,2002,56.19,Drama,18,2.78
290,6.65,57610,100,2023,317.18,Sci-Fi,12,3.0
291,8.24,27127,142,2010,497.62,Sci-Fi,12,2.58
292,8.56,88144,155,2015,17.06,Sci-Fi,20,2.75
293,8.18,60661,168,2013,433.2,Comedy,9,2.67
294,3.06,41792,123,2024,13.12,Comedy,11,3.0
295,6.86,80982,139,2001,394.12,Action,9,3.0
296,3.27,38068,127,2015,327.52,Action,11,2.73
297,3.31,61997,155,2010,446.15,Horror,12,2.83
298,7.78,38539,165,2015,291.77,Comedy,12,2.58
299,1.44,7264,141,2008,104.78,Drama,14,3.14
300,3.78,10236,174,2020,347.12,Action,13,3.08
301,3.93,69620,165,2013,483.47,Horror,7,3.29
302,9.9,2104,155,2015,496.71,Action,16,3.0
303,9.25,60116,98,2018,495.39,Drama,13,3.31
304,4.82,65425,99,2004,433.65,Horror,14,2.86
305,5.5,11357,136,2011,305.63,Action,7,4.14
306,1.26,89051,145,2001,59.32,Action,11,2.64
307,3.84,74945,129,2003,100.52,Comedy,10,2.5
308,4.09,90928,135,2011,484.1,Comedy,6,3.17
309,2.82,72774,174,2016,61.07,Sci-Fi,11,2.91
310,7.61,61088,114,2002,451.46,Sci-Fi,12,3.08
311,7.15,39798,91,2022,224.9,Comedy,13,3.31
312,9.75,44565,114,2021,309.8,Sci-Fi,14,3.57
313,4.52,70842,89,2015,82.29,Drama,16,3.44
314,3.61,71587,106,2011,312.95,Action,13,2.69
315,1.1,32606,136,2023,277.41,Sci-Fi,13,2.85
316,3.33,58946,159,2020,30.68,Horror,14,2.93
317,1.26,47758,147,2000,491.31,Action,16,3.0
318,7.37,96503,135,2020,235.73,Action,7,3.71
319,3.18,73807,104,2006,95.39,Drama,13,2.69
320,7.79,29293,110,2019,78.23,Drama,18,2.89
321,3.05,73138,129,2010,206.83,Action,9,2.78
322,1.32,40061,107,2011,460.36,Action,10,2.5
323,2.96,73333,120,2020,433.16,Drama,11,2.64
324,6.6,31955,124,2018,31.98,Action,16,3.31
325,2.8,65662,163,2020,365.16,Drama,12,3.17
326,5.09,3775,153,2005,315.78,Drama,19,2.47
327,2.09,68843,154,2014,131.86,Action,11,2.73
328,9.87,74905,147,2012,222.22,Sci-Fi,11,3.09
329,8.95,54412,129,2000,92.94,Sci-Fi,12,2.92
330,1.62,50453,134,2011,368.22,Drama,14,3.57
331,5.81,64265,92,2004,277.0,Comedy,12,2.92
332,4.79,63329,165,2008,16.06,Sci-Fi,13,3.23
333,7.58,70874,154,2014,399.59,Action,10,3.0
334,1.09,32623,145,2024,252.54,Sci-Fi,17,3.65
335,6.8,73279,173,2004,101.29,Action,15,3.8
336,3.99,56385,148,2002,375.53,Sci-Fi,15,3.53
337,6.94,46776,87,2003,266.51,Horror,11,3.0
338,1.33,82969,88,2004,94.46,Comedy,12,3.25
339,5.68,74820,104,2010,248.89,Sci-Fi,14,2.64
340,4.09,85272,119,2002,464.82,Horror,16,2.94
341,7.42,12879,86,2002,458.64,Comedy,10,3.6
342,5.65,81897,156,2012,39.87,Sci-Fi,16,3.25
343,3.18,484,87,2015,28.2,Drama,9,3.33
344,6.93,31645,116,2020,407.34,Comedy,15,2.53
345,2.2,27687,138,2001,138.14,Sci-Fi,9,3.22
346,4.28,45275,90,2023,58.72,Sci-Fi,15,3.33
347,8.29,59456,171,2014,321.46,Horror,12,3.08
348,8.25,74900,107,2016,249.14,Drama,17,3.47
349,9.49,7838,96,2014,473.2,Sci-Fi,10,3.4
350,9.0,29125,91,2014,241.7,Horror,17,2.71
351,3.66,45541,83,2008,402.94,Comedy,12,3.5
352,8.87,44665,90,2020,234.89,Horror,12,3.42
353,6.72,27067,139,2016,172.24,Sci-Fi,18,3.28
354,9.77,10261,138,2004,279.66,Comedy,15,3.0
355,3.39,714,103,2012,413.83,Action,15,3.2
356,5.45,87246,128,2001,273.29,Horror,15,2.87
357,9.65,32875,107,2025,358.23,Horror,11,3.0
358,6.62,76538,157,2012,264.9,Sci-Fi,9,3.56
359,6.96,27567,136,2007,66.16,Comedy,15,2.53
360,2.11,51949,174,2019,419.99,Comedy,14,2.07
361,2.98,36499,160,2010,127.14,Action,13,2.31
362,3.21,88480,80,2015,479.86,Drama,14,2.36
363,5.74,10936,118,2019,498.35,Drama,12,3.33
364,7.76,79712,113,2011,382.93,Drama,6,2.17
365,2.38,58862,176,2023,21.36,Drama,11,3.45
366,5.02,45869,173,2002,446.23,Action,12,2.67
367,3.09,90522,145,2012,170.67,Horror,11,2.82
368,8.13,30318,120,2010,101.24,Horror,9,3.33
369,9.69,63113,173,2011,128.78,Horror,12,2.67
370,6.8,45998,135,2000,89.79,Sci-Fi,10,3.0
371,7.39,96838,101,2019,357.44,Sci-Fi,9,3.11
372,3.6,79355,160,2004,137.05,Sci-Fi,16,2.25
373,7.04,26014,165,2011,417.81,Horror,6,2.67
374,5.33,83073,136,2009,37.19,Drama,14,2.57
375,8.8,16617,167,2009,159.29,Horror,15,3.47
376,6.78,2241,119,2024,356.0,Horror,7,2.57
377,5.56,19771,147,2023,361.59,Sci-Fi,9,2.78
378,3.67,13659,125,2022,136.87,Action,8,2.88
379,5.81,89228,93,2000,57.43,Comedy,7,2.86
380,9.48,4242,152,2007,30.0,Drama,13,3.92
381,3.12,97967,87,2007,156.04,Sci-Fi,12,3.25
382,6.33,83895,93,2015,475.43,Sci-Fi,12,3.17
383,3.15,95255,88,2005,167.8,Horror,13,3.23
384,8.11,90074,106,2020,385.42,Comedy,8,3.88
385,5.35,87970,124,2016,342.74,Horror,13,2.77
386,8.75,97941,155,2013,486.2,Comedy,18,2.89
387,3.97,44396,154,2004,362.01,Comedy,12,3.0
388,6.85,56306,147,2024,208.52,Comedy,12,3.33
389,7.34,96328,145,2019,209.73,Horror,14,2.93
390,9.22,91305,118,2020,59.42,Sci-Fi,11,3.27
391,8.09,88110,113,2017,166.22,Action,10,3.9
392,4.42,25874,174,2016,14.14,Comedy,14,3.29
393,5.76,98306,124,2002,174.8,Horror,13,2.77
394,9.61,81472,156,2005,103.05,Comedy,14,3.07
395,4.83,82972,113,2024,220.74,Action,13,3.62
396,8.31,82834,121,2004,168.25,Horror,11,3.73
397,9.22,52584,167,2002,33.48,Horror,10,2.5
398,2.76,70800,98,2023,282.94,Comedy,19,3.0
399,9.48,41081,113,2014,481.78,Drama,11,3.0
400,9.03,27328,124,2003,272.8,Comedy,9,3.56
401,9.6,49419,100,2003,460.68,Action,10,3.6
402,8.44,7134,156,2016,263.41,Comedy,12,3.83
403,3.17,70883,151,2021,53.89,Action,13,3.31
404,3.47,22306,162,2012,417.09,Sci-Fi,15,2.53
405,9.94,79758,127,2023,450.76,Action,21,3.24
406,8.02,49702,90,2006,444.04,Action,8,2.38
407,5.15,2369,166,2018,282.96,Action,14,3.57
408,7.08,38067,123,2011,200.19,Sci-Fi,17,2.82
409,3.94,76523,92,2009,439.75,Sci-Fi,15,3.27
410,1.99,76037,175,2005,121.71,Drama,13,2.69
411,3.36,59097,154,2012,68.32,Comedy,18,2.72
412,3.28,41093,161,2009,19.66,Horror,13,2.85
413,4.66,93265,156,2020,449.83,Sci-Fi,17,3.0
414,4.99,99295,112,2024,488.92,Drama,12,3.17
415,5.8,70426,161,2002,146.88,Sci-Fi,10,2.7
416,5.99,59355,86,2016,340.03,Drama,10,3.4
417,7.34,260,180,2016,299.17,Comedy,10,2.9
418,6.96,6023,135,2008,263.88,Horror,11,2.82
419,1.15,99453,80,2011,182.7,Action,12,2.67
420,3.92,87954,144,2006,387.48,Drama,12,3.25
421,6.58,83233,112,2010,130.67,Sci-Fi,16,3.12
422,6.58,77203,178,2012,10.38,Horror,13,2.62
423,4.54,43044,101,2012,154.5,Horror,18,2.56
424,6.27,26185,95,2016,155.34,Comedy,6,2.5
425,8.58,92039,95,2020,138.42,Horror,8,2.75
426,1.78,4981,168,2008,255.41,Comedy,19,2.79
427,7.63,12062,103,2021,235.42,Drama,16,2.75
428,6.17,89580,130,2004,318.77,Action,13,2.69
429,5.87,56039,95,2013,253.5,Sci-Fi,17,2.94
430,2.11,36875,83,2012,258.94,Action,15,3.2
431,8.8,13043,107,2012,295.7,Action,14,3.07
432,9.33,93221,160,2001,172.39,Sci-Fi,13,2.62
433,2.53,65278,138,2019,121.69,Comedy,21,2.43
434,4.37,18704,139,2014,412.15,Horror,11,2.45
435,7.62,93493,113,2008,431.56,Action,25,3.4
436,9.03,10031,89,2004,428.41,Horror,8,2.75
437,5.35,39997,123,2007,430.92,Action,11,3.45
438,7.36,17478,121,2007,235.5,Comedy,12,3.17
439,6.1,26868,156,2023,229.31,Horror,12,2.67
440,5.09,78151,150,2001,43.78,Comedy,7,2.86
441,3.26,60167,144,2022,82.31,Horror,18,3.0
442,5.96,46466,170,2022,317.54,Horror,11,3.64
443,3.95,11806,143,2008,428.8,Comedy,15,3.4
444,1.42,26408,118,2025,69.18,Sci-Fi,8,3.12
445,9.66,55105,91,2011,66.05,Sci-Fi,9,3.78
446,8.08,6551,86,2020,191.82,Action,15,3.07
447,4.62,46222,125,2014,357.93,Action,10,3.7
448,2.37,70071,109,2003,199.88,Sci-Fi,15,2.93
449,5.48,59019,154,2023,170.66,Horror,15,3.87
450,8.4,92540,93,2004,350.68,Drama,14,3.71
451,8.76,98049,146,2024,61.43,Sci-Fi,13,3.38
452,5.2,85817,165,2007,491.24,Sci-Fi,15,3.13
453,4.75,85047,148,2012,230.66,Action,27,3.56
454,6.53,12450,158,2022,49.48,Horror,12,2.67
455,4.49,9111,120,2003,302.36,Sci-Fi,12,3.0
456,6.3,42470,106,2015,15.1,Drama,11,2.45
457,2.41,64071,111,2010,55.8,Action,15,2.93
458,6.05,71201,123,2013,162.74,Horror,9,3.11
459,3.29,82262,107,2019,92.97,Sci-Fi,5,1.4
460,4.41,55921,174,2019,123.11,Comedy,18,3.5
461,3.34,48242,133,2014,17.23,Action,20,2.9
462,1.54,50183,105,2017,259.14,Action,9,3.22
463,4.05,43827,152,2024,205.66,Action,18,3.56
464,2.98,85928,178,2023,356.33,Action,23,3.0
465,6.61,27650,177,2009,65.4,Action,11,3.09
466,2.77,57353,91,2009,339.74,Comedy,12,3.5
467,1.35,9133,129,2008,299.21,Comedy,9,2.56
468,5.48,47993,148,2022,124.79,Horror,18,2.67
469,5.9,88797,168,2001,59.59,Action,9,3.11
470,3.1,2082,142,2012,109.84,Action,18,3.39
471,7.99,30085,146,2014,166.01,Horror,13,2.31
472,8.9,77424,133,2011,397.97,Sci-Fi,8,3.88
473,4.16,30020,88,2019,432.07,Comedy,11,2.64
474,6.72,44352,124,2023,464.66,Drama,12,2.92
475,2.83,7034,93,2019,481.66,Horror,22,2.64
476,6.41,74520,151,2014,269.98,Comedy,13,3.54
477,9.88,55707,160,2012,28.86,Horror,14,2.43
478,7.33,79690,119,2013,227.92,Action,10,2.7
479,5.66,86974,144,2003,264.82,Drama,11,3.36
480,7.78,94156,162,2008,35.58,Drama,11,3.55
481,5.38,27157,121,2004,268.79,Drama,14,3.5
482,3.33,82227,171,2001,201.49,Sci-Fi,12,3.0
483,9.11,71533,177,2010,150.06,Drama,16,3.5
