user_id,movie_id,rating
30,951,3
30,435,2
30,152,4
30,895,3
30,339,1
30,53,2
30,580,5
30,699,5
30,696,2
30,321,3
31,481,4
31,13,5
31,143,2
31,356,2
31,358,2
31,498,4
32,717,2
32,7,1
32,593,4
32,760,4
32,215,1
32,931,3
32,266,2
32,428,4
32,761,1
32,905,4
32,212,4
32,298,3
32,511,4
32,399,1
32,412,1
32,385,2
32,209,1
32,617,5
33,416,4
33,943,5
33,980,3
33,700,1
33,28,2
33,41,5
33,857,4
33,871,1
33,509,4
33,350,5
33,101,5
33,543,5
33,779,4
33,398,3
33,329,4
33,678,3
33,502,4
33,241,4
33,556,3
33,60,1
34,743,4
34,387,4
34,671,2
34,133,4
34,383,3
34,731,5
34,200,4
34,867,5
34,938,5
34,577,1
34,874,2
34,21,3
34,977,3
34,552,3
34,39,4
34,997,1
34,913,2
35,883,2
35,91,3
35,978,4
35,59,2
35,313,4
35,598,3
35,489,1
35,465,2
35,517,3
35,946,1
35,123,3
36,390,3
36,567,4
36,256,5
36,822,4
36,17,1
36,323,2
36,708,2
36,344,2
36,552,3
36,73,5
36,571,4
36,480,3
36,220,5
36,782,3
36,824,2
36,805,2
36,221,2
36,628,1
36,486,3
37,952,5
37,220,1
37,267,3
37,139,2
37,370,5
37,28,5
37,885,3
37,708,1
37,363,3
37,902,1
37,894,4
37,227,2
37,765,5
37,231,1
37,149,1
37,124,1
37,196,5
37,759,5
38,726,5
38,92,2
38,520,3
38,588,3
38,82,3
38,315,5
38,505,2
38,297,5
38,247,3
38,972,2
38,641,3
39,978,3
39,412,2
39,467,4
39,283,3
39,955,3
39,784,1
39,196,5
39,852,3
39,184,1
39,900,3
39,774,5
39,705,4
39,609,2
39,422,2
40,299,1
40,860,5
40,889,1
40,276,4
40,470,5
40,154,3
40,962,1
40,439,1
40,622,4
41,942,4
41,944,3
41,267,4
41,222,3
41,705,2
41,312,1
41,869,4
42,557,1
42,929,5
42,831,1
42,595,2
42,700,4
43,320,1
43,693,3
43,125,5
43,526,5
43,387,4
43,768,2
43,279,4
43,782,4
43,636,3
43,25,2
43,775,3
43,933,5
43,120,2
43,968,4
43,119,5
43,646,4
43,90,4
43,516,5
43,756,1
43,207,4
44,588,3
44,614,3
44,708,2
44,402,5
44,804,3
44,329,2
44,806,2
44,927,2
44,822,5
44,759,1
44,352,1
44,17,3
44,563,3
44,82,1
44,53,1
44,390,4
44,948,3
45,97,5
45,836,2
45,31,5
45,98,4
45,452,4
45,867,1
45,314,3
45,395,3
45,659,1
45,167,2
45,618,5
45,747,2
46,254,3
46,567,4
46,504,2
46,911,3
46,24,1
46,555,5
46,928,2
46,332,4
46,249,3
46,549,1
46,319,2
47,320,1
47,122,4
47,882,4
47,280,1
47,225,5
47,741,1
47,584,4
47,193,1
47,567,3
47,776,2
47,160,1
47,378,2
47,521,1
47,207,1
47,461,4
47,669,5
47,313,2
47,953,1
47,108,3
48,87,1
48,119,4
48,835,2
48,941,3
48,344,5
48,331,3
48,706,2
48,346,2
49,789,1
49,672,2
49,372,3
49,510,5
49,161,2
49,79,2
49,94,3
50,103,2
50,931,4
50,980,1
50,604,1
50,49,5
50,592,4
50,297,4
50,96,3
50,857,4
51,467,5
51,996,5
51,887,1
51,877,4
51,728,2
51,274,3
51,787,5
51,828,5
51,745,4
51,481,5
51,72,5
51,110,5
51,590,4
51,816,1
51,404,5
52,814,2
52,762,3
52,742,3
52,567,5
52,684,2
52,327,1
52,622,2
52,958,1
52,458,1
53,739,2
53,780,5
53,861,5
53,523,1
53,13,1
53,989,1
53,23,1
53,992,3
53,644,5
53,952,1
53,424,5
53,651,3
53,121,2
53,413,5
53,639,5
53,761,1
53,880,2
54,269,5
54,726,1
54,67,5
54,333,5
54,974,3
54,308,2
54,195,1
54,263,3
54,371,4
54,65,3
54,608,2
54,68,3
54,530,5
54,165,5
54,981,1
54,174,4
55,895,3
55,601,3
55,455,4
55,614,5
55,106,2
55,704,4
55,306,2
55,733,2
55,60,4
55,777,4
55,117,4
55,310,2
55,261,3
55,687,4
55,151,2
55,707,4
55,636,2
55,630,1
55,97,3
56,631,5
56,638,2
56,482,3
56,628,5
56,584,3
56,579,3
56,260,4
56,981,1
56,642,5
56,755,5
56,166,3
56,212,3
56,497,5
56,460,4
56,972,3
56,233,4
57,794,1
57,915,4
57,154,2
57,140,5
57,478,2
57,93,3
57,250,3
57,788,5
57,977,1
57,426,3
57,281,2
58,181,1
58,803,2
58,395,5
58,416,1
58,609,5
58,554,2
58,9,5
58,866,5
58,39,2
58,614,3
58,398,1
58,412,4
58,733,5
58,880,4
58,705,2
58,760,1
59,706,1
59,910,4
59,804,4
59,288,2
59,823,3
59,824,3
59,49,4
59,13,1
59,201,5
59,69,3
59,787,1
59,990,3
60,947,3
60,101,3
60,625,4
60,65,1
60,423,2
60,436,2
60,799,1
60,924,3
60,723,3
60,67,3
60,795,2
60,617,3
60,478,4
60,816,5
61,594,4
61,952,2
61,591,5
61,6,3
61,920,2
62,250,4
62,300,5
62,916,2
62,236,1
62,384,1
62,813,1
62,470,2
62,818,1
62,388,2
62,877,5
62,694,1
62,459,3
62,108,4
62,161,3
63,300,3
63,882,2
63,118,4
63,308,3
63,675,1
63,229,1
64,421,3
64,959,3
64,90,3
64,45,1
64,943,4
64,768,5
64,355,3
64,288,3
64,835,1
64,633,4
64,609,5
64,513,1
64,245,3
65,755,2
65,669,1
65,533,5
65,698,2
65,97,3
65,41,2
65,571,4
65,675,3
65,766,3
65,693,5
65,299,3
66,619,4
66,110,5
66,933,3
66,245,3
66,173,4
66,524,1
66,138,2
66,38,5
67,306,2
67,185,5
67,135,5
67,918,2
67,429,4
67,533,4
67,230,3
68,835,2
68,287,1
68,567,2
68,472,1
68,434,4
68,524,1
68,594,2
68,926,2
68,187,1
68,81,2
68,435,1
68,655,1
69,579,3
69,366,3
69,35,4
69,334,5
69,928,4
69,598,2
69,118,4
69,294,4
69,468,1
69,111,2
69,703,2
69,108,4
69,941,5
69,380,5
69,193,2
69,724,2
69,149,2
70,907,1
70,353,1
70,108,3
70,203,2
70,443,1
70,99,2
70,184,1
70,505,4
70,215,1
70,624,2
70,159,2
70,975,4
70,861,2
70,135,4
70,149,3
70,388,1
70,775,3
70,758,2
70,615,2
70,812,1
71,429,5
71,392,2
71,661,3
71,408,5
71,978,1
71,955,1
71,106,5
71,552,4
72,763,2
72,610,5
72,565,5
72,597,2
72,983,5
72,664,1
72,908,5
72,150,5
72,753,4
72,251,3
72,956,3
72,385,2
72,44,5
72,906,4
72,407,1
72,30,2
73,619,3
73,635,5
73,410,5
73,358,2
73,757,3
73,895,4
73,527,3
73,39,5
74,957,3
74,450,5
74,686,4
74,666,5
74,535,5
74,395,2
74,233,4
74,434,2
74,477,4
75,738,3
75,686,4
75,489,5
75,954,2
75,227,3
75,22,5
75,81,3
76,215,2
76,932,5
76,50,2
76,32,4
76,273,4
76,363,3
76,323,5
76,260,5
77,936,4
77,502,4
77,990,5
77,67,4
77,584,2
77,846,3
77,207,3
77,198,1
77,147,4
77,710,3
78,411,5
78,233,3
78,196,3
78,667,2
78,261,1
78,269,5
78,814,5
78,847,3
78,965,3
78,86,2
78,732,5
78,802,2
78,940,3
78,179,4
78,749,4
78,335,4
78,463,3
79,560,2
79,734,5
79,105,5
79,864,2
79,829,2
79,789,2
79,809,1
79,781,3
79,431,2
80,601,1
80,43,4
80,274,3
80,582,2
80,708,1
80,336,1
80,717,1
80,699,3
80,289,3
80,318,3
80,525,2
80,912,3
80,950,2
80,22,3
80,832,3
80,367,3
80,296,1
80,530,2
80,848,4
80,793,1
81,252,5
81,256,4
81,156,1
81,762,4
81,922,3
81,432,5
81,585,5
81,778,3
81,182,5
81,732,4
82,501,5
82,420,3
82,404,5
82,515,5
82,586,1
83,275,3
83,336,3
83,412,4
83,841,3
83,128,2
83,566,1
83,512,5
83,637,2
83,47,5
83,338,2
83,701,2
83,94,4
83,77,1
84,370,4
84,98,4
84,426,1
84,597,1
84,858,3
84,735,3
84,979,1
84,914,4
84,202,1
84,859,1
84,416,3
84,912,5
84,642,5
84,83,2
84,411,1
84,661,4
84,40,3
84,128,3
84,740,5
85,236,4
85,710,4
85,35,4
85,755,4
85,730,2
85,284,5
85,533,4
85,312,1
85,87,5
85,531,1
85,515,2
85,793,2
85,853,5
85,305,4
85,98,3
85,956,2
86,549,3
86,411,3
86,576,1
86,191,4
86,58,3
86,125,5
86,704,5
86,137,2
86,252,2
86,967,3
86,702,5
86,243,4
87,983,4
87,537,5
87,180,3
87,972,3
87,106,1
87,246,3
87,626,4
87,572,1
87,385,3
87,164,5
87,195,2
87,915,4
87,525,4
87,232,3
87,680,1
88,927,5
88,645,1
88,842,1
88,301,4
88,424,5
88,553,2
88,78,4
88,692,5
88,85,5
88,851,4
88,609,2
88,108,5
88,330,4
89,571,4
89,329,4
89,683,2
89,503,3
89,706,2
90,484,5
90,777,2
90,98,3
90,576,3
90,726,1
90,786,3
90,852,3
90,788,2
90,345,2
90,470,1
90,459,1
90,151,2
90,55,2
90,483,2
90,918,3
90,773,5
90,482,5
90,772,1
90,607,1
91,723,2
91,687,5
91,190,2
91,493,4
91,635,4
91,91,2
91,189,2
92,135,5
92,148,1
92,16,5
92,134,4
92,356,2
92,434,4
92,961,3
92,568,3
92,729,5
92,82,4
92,229,2
92,880,2
92,715,3
92,726,2
92,482,1
92,220,5
92,606,1
92,648,2
92,126,1
93,281,1
93,221,1
93,64,4
93,305,3
93,415,3
93,686,5
93,124,2
94,343,5
94,993,5
94,342,2
94,94,4
94,486,5
94,540,5
94,902,2
94,734,1
94,469,1
94,239,4
94,64,2
94,838,4
94,969,5
94,341,5
94,41,3
95,654,3
95,141,2
95,829,3
95,659,2
95,395,1
95,172,4
95,757,4
95,595,3
96,411,3
96,331,3
96,226,1
96,584,2
96,694,1
96,983,5
96,1,5
96,231,5
96,425,5
96,775,1
97,279,3
97,182,3
97,508,3
97,854,5
97,804,3
97,712,3
97,811,5
97,568,1
97,840,4
97,50,3
97,953,1
97,806,5
98,673,2
98,448,2
98,143,3
98,41,4
98,915,2
98,277,5
98,158,1
98,44,4
98,502,5
98,516,5
98,184,1
98,861,5
98,876,1
98,898,3
99,357,1
99,403,5
99,103,1
99,338,4
99,294,1
99,835,4
100,579,3
100,377,2
100,276,5
100,583,2
100,682,2
100,33,1
100,593,1
100,643,2
100,503,1
100,68,3
100,532,1
100,117,1
100,324,1
100,230,5
100,845,5
100,803,1
100,17,1
100,686,2
101,301,2
101,308,3
101,817,5
101,908,5
101,173,1
101,246,3
101,895,5
101,581,4
101,511,1
101,327,4
101,213,1
101,604,4
101,894,1
101,586,4
101,219,3
101,337,5
101,188,4
101,464,5
101,347,5
102,841,4
102,277,1
102,118,1
102,765,4
102,420,3
102,385,3
103,829,2
103,293,3
103,126,3
103,249,1
103,762,2
103,671,4
103,527,1
103,184,3
103,42,5
103,530,4
103,672,3
103,750,4
104,804,3
104,714,1
104,149,5
104,201,2
104,295,3
104,61,1
104,396,4
104,721,3
104,616,3
104,916,5
104,240,1
104,429,3
104,95,5
104,729,3
104,480,1
104,219,2
104,349,5
104,689,4
104,135,2
105,526,3
105,40,5
105,789,1
105,674,4
105,675,5
105,693,5
105,410,3
106,998,4
106,392,3
106,38,3
106,398,4
106,402,2
106,665,3
106,365,5
106,126,1
106,285,2
106,817,3
106,33,4
106,610,1
106,813,3
106,592,2
106,911,5
106,546,1
106,694,5
106,658,4
106,550,4
107,554,2
107,927,1
107,453,4
107,964,3
107,580,4
107,385,1
107,702,4
107,257,2
107,199,1
108,39,3
108,583,2
108,848,1
108,704,4
108,405,4
108,466,4
108,630,5
108,593,2
108,402,5
108,731,4
108,544,4
109,33,3
109,769,4
109,8,5
109,929,5
109,186,1
109,148,3
109,768,3
109,662,2
109,818,2
109,421,4
109,140,2
109,48,3
109,530,1
110,678,5
110,485,5
110,345,4
110,210,5
110,720,5
110,113,1
110,10,1
110,571,3
110,665,5
110,894,3
110,490,5
110,538,1
110,344,2
110,759,4
110,404,1
110,162,5
110,357,5
111,193,4
111,147,3
111,433,4
111,406,5
111,27,4
111,792,3
111,967,3
112,503,5
112,845,1
112,598,3
112,701,5
112,461,1
112,517,1
112,609,1
112,476,1
112,814,2
112,281,4
112,839,1
112,329,4
112,81,3
113,90,3
113,863,2
113,220,4
113,704,2
113,454,1
113,588,1
113,908,2
113,104,1
114,173,3
114,497,5
114,987,2
114,434,2
114,526,5
114,975,3
114,335,4
114,775,1
114,812,1
115,950,2
115,545,5
115,680,3
115,740,3
115,159,3
115,759,2
115,852,4
115,383,2
115,475,2
115,706,1
115,220,5
115,775,2
115,468,1
115,313,3
115,287,4
115,19,2
115,972,5
116,665,2
116,635,4
116,746,3
116,225,2
116,83,1
116,91,3
116,965,4
116,557,2
116,527,5
116,283,4
117,220,1
117,27,2
117,227,2
117,826,2
117,85,3
117,574,3
117,803,2
117,652,5
117,488,1
117,658,5
117,891,1
117,794,4
117,379,4
117,867,4
117,812,4
117,142,1
117,419,3
117,962,1
118,860,4
118,485,2
118,471,3
118,47,3
118,955,3
118,451,3
118,856,1
118,644,3
118,578,2
119,136,5
119,186,3
119,810,5
119,258,3
119,77,4
119,249,2
119,541,1
119,56,5
119,946,2
119,104,3
119,592,1
119,820,1
119,198,1
119,643,1
119,71,3
119,646,3
119,861,1
119,79,3
119,907,2
119,873,5
120,667,2
120,979,3
120,470,4
120,638,5
120,700,3
120,92,3
120,7,3
121,958,2
121,676,5
121,931,2
121,211,5
121,294,5
121,231,3
121,954,5
121,925,1
121,310,1
121,898,5
121,95,1
122,659,4
122,802,5
122,287,4
122,655,2
122,898,3
122,804,4
122,640,5
122,188,5
122,787,4
122,95,3
122,479,2
122,638,3
123,822,3
123,821,1
123,844,1
123,72,4
123,981,1
123,387,2
123,725,1
123,68,5
124,513,3
124,918,1
124,472,5
124,230,3
124,628,3
124,451,3
124,834,1
124,934,2
124,901,4
124,245,5
124,759,3
124,575,4
124,811,2
124,915,4
125,848,1
125,777,1
125,203,4
125,252,1
125,267,2
125,6,4
125,689,1
125,719,1
125,772,4
125,578,4
125,297,3
125,681,5
125,653,3
126,501,2
126,305,1
126,196,3
126,799,5
126,413,1
126,603,3
126,304,5
126,792,3
126,134,1
126,27,4
126,670,2
126,539,1
126,778,1
126,220,4
127,185,1
127,591,3
127,34,1
127,836,3
127,904,1
127,940,2
127,155,4
127,785,5
127,489,2
127,367,1
128,984,2
128,394,3
128,490,4
128,650,2
128,924,3
128,820,2
128,810,4
128,182,4
128,505,1
128,543,3
128,869,2
128,806,5
128,732,3
128,874,4
128,310,1
128,699,3
129,847,2
129,541,1
129,807,4
129,262,2
129,934,5
129,440,3
129,728,2
129,205,5
129,566,4
129,481,2
130,950,5
130,557,5
130,901,4
130,982,2
130,472,4
130,592,5
130,588,4
130,192,3
130,844,4
130,870,5
130,408,3
130,24,4
130,886,2
131,192,3
131,772,2
131,826,5
131,662,5
131,94,3
131,961,4
131,940,2
131,668,5
131,301,1
131,575,4
131,348,2
131,867,5
131,989,4
131,832,1
131,1,5
131,693,3
131,386,4
131,372,5
131,168,4
131,624,2
132,889,1
132,297,2
132,743,2
132,745,2
132,28,2
132,554,5
133,978,1
133,736,2
133,793,4
133,968,1
133,647,2
133,813,4
134,385,2
134,421,4
134,42,3
134,2,2
134,40,1
135,792,5
135,718,5
135,41,5
135,170,3
135,468,4
135,343,3
135,313,2
135,858,5
135,50,2
135,89,2
135,577,1
135,353,3
136,416,4
136,352,2
136,546,5
136,250,4
136,891,3
136,581,1
136,991,4
136,895,1
136,244,2
136,748,4
136,91,3
136,479,2
136,374,2
136,158,4
136,648,1
136,459,3
136,229,2
136,756,4
137,731,1
137,451,1
137,355,2
137,553,2
137,34,5
137,132,5
137,684,4
138,252,1
138,361,1
138,749,5
138,573,5
138,641,5
138,323,4
138,354,2
138,883,5
138,822,2
138,766,3
138,785,3
138,940,1
138,250,1
138,59,2
138,567,5
139,81,2
139,830,5
139,960,4
139,848,5
139,584,5
139,330,1
139,160,2
139,336,3
139,538,1
140,585,4
140,116,5
140,962,2
140,399,5
140,963,3
140,478,5
140,761,2
140,722,4
140,422,1
140,603,5
140,126,2
140,608,1
140,163,4
140,23,4
140,476,4
140,529,5
141,929,5
141,442,1
141,452,4
141,549,3
141,806,4
141,404,1
141,444,1
141,661,1
141,234,1
141,474,2
141,36,2
141,866,3
141,954,1
141,693,5
141,335,2
141,94,3
141,18,1
141,86,3
141,753,1
141,578,2
142,640,3
142,475,5
142,871,5
142,655,5
142,420,4
142,62,4
142,835,1
142,127,2
142,218,1
142,661,4
142,111,4
142,410,2
142,477,1
142,608,3
142,526,4
142,865,5
142,193,4
142,69,3
142,562,4
142,602,5
143,359,4
143,320,5
143,945,3
143,39,1
143,908,3
143,924,5
143,786,3
143,678,2
143,626,2
143,207,5
143,583,4
143,130,3
144,73,3
144,909,1
144,15,2
144,317,1
144,447,4
144,804,4
144,56,4
144,330,5
144,978,5
144,435,1
144,967,5
144,954,5
144,544,3
144,59,4
145,650,3
145,352,1
145,71,2
145,250,3
145,493,4
145,322,1
145,691,5
145,219,5
145,272,4
145,252,3
145,34,1
145,502,3
145,402,3
145,477,2
145,490,5
145,933,3
145,627,1
145,881,5
145,612,1
145,485,4
146,699,1
146,930,3
146,39,1
146,485,5
146,24,2
146,446,3
147,81,1
147,221,2
147,778,4
147,468,3
147,771,3
147,547,4
147,794,1
147,289,2
147,927,4
147,177,1
147,682,5
147,933,5
147,814,3
147,546,3
147,659,2
147,198,4
147,170,2
147,796,2
147,173,1
147,866,1
148,748,1
148,912,5
148,624,4
148,137,3
148,492,4
148,695,2
148,415,5
148,494,1
148,480,3
148,681,1
148,404,5
148,162,5
148,946,1
148,83,1
148,607,4
148,235,4
148,639,5
149,824,1
149,349,2
149,738,3
149,892,1
149,341,1
149,342,3
149,785,1
150,165,1
150,632,1
150,402,4
150,83,1
150,299,2
151,81,5
151,573,2
151,740,2
151,12,3
151,593,4
151,802,5
151,774,2
151,428,3
151,215,3
151,239,5
151,564,1
151,739,2
151,302,1
151,741,3
151,814,4
151,742,2
151,592,3
152,591,3
152,876,2
152,572,2
152,226,3
152,408,1
152,652,5
152,123,2
152,494,1
152,519,5
152,650,5
152,602,5
152,308,4
152,225,5
152,698,2
152,562,5
152,935,1
152,711,3
152,171,1
153,456,1
153,241,2
153,261,2
153,912,5
153,179,2
153,371,1
154,993,2
154,868,3
154,90,4
154,166,5
154,829,5
154,238,4
155,57,4
155,873,3
155,523,2
155,842,4
155,406,5
155,993,2
155,566,1
156,956,1
156,750,5
156,607,2
156,296,5
156,358,1
156,664,5
156,848,3
156,92,5
156,927,5
156,260,1
156,47,2
156,885,5
156,941,2
156,218,2
156,642,1
156,488,5
156,849,3
157,171,3
157,372,3
157,270,5
157,851,1
157,544,5
157,199,1
157,329,1
157,535,4
157,504,5
157,840,5
157,608,1
157,14,4
157,585,5
157,124,5
157,741,1
157,403,2
158,854,3
158,275,3
158,649,2
158,874,3
158,473,4
158,755,1
158,301,3
158,430,3
158,77,3
159,54,1
159,421,4
159,759,1
159,620,2
159,916,5
159,264,3
159,18,4
159,594,5
159,191,4
159,262,4
159,875,4
159,478,4
160,212,2
160,635,5
160,902,5
160,895,3
160,736,3
160,653,1
160,162,3
160,680,5
160,131,1
160,402,4
160,968,1
160,447,2
160,432,2
161,570,1
161,868,1
161,584,1
161,28,5
161,689,1
161,988,3
161,994,2
161,47,5
161,280,4
161,542,2
161,26,3
162,24,1
162,207,3
162,435,3
162,593,4
162,716,5
162,22,3
162,771,2
162,290,2
162,883,1
162,487,3
162,626,2
162,792,1
162,642,2
162,505,3
162,691,5
162,905,3
163,789,5
163,518,1
163,642,1
163,404,5
163,124,2
163,908,1
163,10,5
163,168,2
163,311,4
163,360,3
163,535,1
163,36,1
163,389,2
163,421,5
163,588,3
163,548,4
163,343,4
163,326,2
163,934,5
164,962,4
164,383,4
164,953,3
164,240,2
164,5,4
164,664,5
164,853,3
164,569,2
164,371,4
164,389,2
165,10,1
165,475,5
165,963,3
165,972,2
165,401,1
165,424,3
165,352,4
165,422,1
165,97,3
165,567,3
165,643,3
165,110,1
165,509,2
165,598,4
165,515,1
165,155,4
165,46,3
165,748,5
165,229,5
165,956,2
166,7,2
166,378,2
166,185,5
166,606,1
166,317,5
167,776,1
167,54,4
167,731,4
167,607,1
167,657,5
167,146,2
167,248,3
167,706,4
167,410,3
167,856,2
167,761,5
167,210,5
168,375,5
168,353,3
168,733,3
168,979,5
168,177,4
168,343,3
168,650,2
168,392,3
168,358,1
168,370,5
168,268,4
168,592,2
169,892,4
169,442,2
169,999,1
169,752,4
169,825,4
169,972,2
169,872,2
169,563,4
169,986,5
169,603,3
169,721,1
169,309,1
169,611,4
169,143,1
169,90,3
169,636,3
169,860,4
170,374,4
170,403,3
170,577,5
170,586,5
170,769,2
170,761,3
170,487,3
170,282,1
170,313,2
170,362,4
170,277,4
170,486,2
170,908,1
170,382,3
170,398,1
171,851,2
171,216,3
171,806,4
171,19,2
171,200,4
171,271,4
171,98,2
171,748,4
171,690,5
171,634,1
171,389,3
171,376,5
171,954,3
171,698,1
171,173,3
171,593,1
171,974,3
171,250,4
171,762,4
171,735,1
172,293,4
172,231,1
172,940,4
172,57,2
172,509,2
172,413,2
172,742,2
172,882,4
172,647,1
172,525,1
172,246,2
172,371,5
172,184,5
172,199,1
172,744,5
172,598,4
173,846,4
173,576,4
173,310,3
173,613,5
173,166,2
173,509,4
173,662,3
173,568,5
173,970,4
173,260,5
173,319,1
173,931,1
173,100,4
173,81,5
173,797,5
173,636,1
173,772,2
173,700,5
173,853,2
174,127,4
174,246,3
174,604,4
174,180,3
174,571,5
174,852,5
174,35,2
174,342,5
174,310,5
174,26,3
174,922,4
174,629,5
174,278,4
175,928,2
175,659,1
175,64,4
175,638,2
175,792,2
175,207,2
175,635,1
175,137,5
175,474,2
175,818,4
175,168,2
175,817,3
175,769,3
175,731,4
176,70,5
176,278,4
176,235,3
176,572,5
176,948,5
176,62,3
176,576,5
176,690,5
176,632,1
176,396,3
176,723,2
176,567,4
176,582,1
176,153,5
176,813,5
176,210,2
176,470,3
176,12,1
176,598,5
177,628,2
177,135,5
177,495,2
177,347,1
177,45,3
177,111,4
177,911,4
177,139,1
177,589,5
177,818,3
177,782,5
177,731,2
177,949,1
177,146,3
177,740,4
177,312,1
177,995,2
177,393,1
178,959,3
178,842,5
178,530,4
178,947,5
178,443,2
178,908,2
178,278,4
178,189,4
178,831,2
178,738,2
178,933,2
178,253,2
178,338,3
178,564,1
178,737,4
178,515,5
178,265,5
178,707,2
178,448,1
178,229,5
179,161,3
179,781,5
179,330,1
179,127,1
179,66,1
179,957,1
179,924,5
179,655,2
179,931,3
179,284,4
179,501,2
180,15,2
180,487,4
180,707,4
180,931,4
180,397,2
180,557,4
180,701,3
180,296,1
180,41,4
180,49,1
180,536,3
180,314,4
180,246,5
180,361,1
180,359,1
180,329,4
180,542,3
180,762,5
180,982,2
180,808,5
181,822,3
181,723,1
181,977,1
181,66,4
181,240,1
181,987,5
181,525,5
181,288,2
181,931,2
181,231,1
181,847,4
181,892,4
181,638,2
181,314,5
181,994,5
181,496,4
181,284,1
181,803,3
181,685,1
182,227,3
182,128,3
182,215,1
182,630,2
182,739,1
183,393,1
183,135,5
183,711,1
183,144,4
183,436,2
183,163,3
184,973,1
184,393,3
184,289,1
184,102,5
184,212,1
184,356,1
184,954,1
184,368,2
185,191,2
185,721,1
185,945,2
185,570,4
185,5,3
185,946,4
185,57,2
186,362,4
186,506,1
186,587,1
186,69,5
186,478,5
186,654,5
